title,content,author,category,published_date,page_url
"What at all is in Parliament that every Tom, Dick and Harry want to be an MP? - Asantehene asks Speaker [VIDEO]",,Enoch Darfah Frimpong,Politics,"Jun - 30 - 2024 , 21:55",https://www.graphic.com.gh/news/politics/what-is-parliament-that-every-tom-dick-and-harry-want-to-be-there-asantehene-asks-speaker.html
UGMC successfully completes first set of six kidney transplant surgeries,"The University of Ghana Medical Centre Ltd. (UGMC) is an academic medical centre offering world-class patient care, training and research in Ghana and beyond.",Graphic.com.gh,Health,"Jun - 30 - 2024 , 21:26",https://www.graphic.com.gh/news/health/ugmc-successfully-completes-first-set-of-six-kidney-transplant-surgeries.html
Juapong section of Ho-Accra road re-opened to traffic a day after floods took over,It said there was the need to improve the free flow of the river to avert the re-occurrence of the flood and therefore the Ministry of Road and Highway was mobilising the necessary resources to undertake emergency remedial works on the damaged section of the road and then also work with the Ghana Hydrological Authority to improve the free flow of the river.,Graphic.com.gh,,"Jun - 30 - 2024 , 19:39",https://www.graphic.com.gh/news/general-news/ho-road.html
Sorbelle: Dr. Bawumia calls for religious harmony and kindness at commissioning of mosque he funded,"Following the official commissioning, Dr. Bawumia and community members observed prayers in the new mosque.",GraphicOnline,,"Jun - 30 - 2024 , 15:41",https://www.graphic.com.gh/news/general-news/sorbelle-dr-bawumia-calls-for-religious-harmony-and-kindness-at-commissioning-of-mosque-he-funded.html
Disregard fake news about IGP being asked to proceed on leave - Police,The reports claimed that IGP Dampare had been asked to proceed on leave and hand over command to COP Christian Tetteh Yohuno.,GraphicOnline,,"Jun - 30 - 2024 , 14:51",https://www.graphic.com.gh/news/general-news/disregard-fake-news-about-igp-being-asked-to-proceed-on-leave-police.html
Bawumia commissions new mosque he funded in Sorbelle,"""For us in this country, we are Christians and Muslims, and I don't discriminate because it is the same God we are worshipping. I help everybody. Let us continue to live in harmony with everyone: our brothers and sisters who are Christians, for the continuous peace and harmony of this country.""",GraphicOnline,,"Jun - 30 - 2024 , 14:13",https://www.graphic.com.gh/news/general-news/bawumia-commissions-new-mosque-in-sorbelle.html
Two accused persons to stand trial for murdering soldier at Ashaiman,"Further investigations disclosed that Tetteh and Sadick sold the stolen phone to Rakib, who in turn resold it to the others.",GNA,,"Jun - 30 - 2024 , 13:42",https://www.graphic.com.gh/news/general-news/two-accused-persons-to-stand-trial-for-murdering-soldier-at-ashaiman.html
African unity key to socio-economic transformation - Liberian President Boakai,"In all, 379 students graduated with master’s and bachelor’s degrees and diplomas in various fields. Special awards were given to staff and students who distinguished themselves in various programmes.",GraphicOnline,,"Jun - 30 - 2024 , 13:13",https://www.graphic.com.gh/news/general-news/african-unity-key-to-socio-economic-transformation-liberian-president-boakai.html
Former GIPC CEO Mawuena Adzo Trebarh laid to rest,"Additionally, Mrs. Trebarh was the founding director and Chief Business Strategist at Inspire Africa.",GraphicOnline,,"Jun - 30 - 2024 , 10:12",https://www.graphic.com.gh/news/general-news/former-gipc-ceo-mawuena-adzo-trebarh-laid-to-rest.html
Three poachers arrested at Mole National Park,Writer’s email: [email protected],Mohammed Fugu,,"Jun - 30 - 2024 , 01:39",https://www.graphic.com.gh/news/general-news/three-poachers-arrested-at-mole-national-park.html
Heavy downpour submerges culvert at Juapong and separates Ho from Accra,"Meanwhile, some transport operators on the route, including Intercity STC, have said they were studying the situation on the ground before adopting an alternative route between Ho and Accra.",Alberto Mario Noretti,,"Jun - 29 - 2024 , 21:20",https://www.graphic.com.gh/news/general-news/heavy-downpour-submerges-culvert-at-juapong-ad-separates-ho-from-accra.html
103 Nigerians deported from Turkey arrive in Abuja,"The returnees were given some dignity kits, starter packs and stipends to enable them travel to their respective places.",Vanguardngr.com,,"Jun - 29 - 2024 , 18:43",https://www.graphic.com.gh/news/general-news/103-nigerians-deported-from-turkey-arrive-in-abuja.html
348 KNUST students receive scholarships,"“Our ultimate desire is to encourage recipients to develop and maintain the culture of giving back to society,” Mr Hulede added.",Daily Graphic,,"Jun - 29 - 2024 , 16:48",https://www.graphic.com.gh/news/general-news/348-knust-students-receive-scholarships.html
Lower Manya Krobo launches teacher prize,"The Lower Manya Krobo Municipal Chief Executive, Simon Kweku Tetteh, representative of the Traditional Council, the Clergy, the Member of Parliament, Ebenezer Okletey Terlabi and civil society organisations among others were present at the event.",Ezekiel E. Sottie,,"Jun - 29 - 2024 , 16:39",https://www.graphic.com.gh/news/general-news/lower-manya-krobo-launches-teacher-prize.html
Philanthropist supports 3 needy children,"“So one of our board members reached out to Paige and she set up the GoFundMe and was able to raise a little over $6,000, which will cover three children with a little bit extra that can supplement a few other children,” she added.",Rhoda Amponsah,,"Jun - 29 - 2024 , 16:35",https://www.graphic.com.gh/news/general-news/philanthropist-supports-3-needy-children.html
Curbing reckless sexual lifestyle among youth: Role of accurate information,She said every effort at reducing teenage pregnancies was commendable.,Shirley Asiedu-Addo,,"Jun - 29 - 2024 , 16:31",https://www.graphic.com.gh/news/general-news/curbing-reckless-sexual-lifestyle-among-youth-role-of-accurate-information.html
Bolga-Bawku-Polimakom road contractor will return to site - Asenso-Boakye assures,Writer’s email: [email protected],Gilbert Mawuli Agbey,,"Jun - 29 - 2024 , 15:42",https://www.graphic.com.gh/news/general-news/bolga-bawku-polimakom-road-contractor-will-return-to-site-asenso-boakye-assures.html
"Which choice for CSR? Indomie, Kalypo, Condom; University don calls for policy implementation","Prof. Amfo said through the delivery of Prof. Ofori it was evident that CSR had come to stay, and society needed to be deliberate about it.",Daniel Kenu,,"Jun - 29 - 2024 , 14:34",https://www.graphic.com.gh/news/general-news/which-choice-for-csr-indomie-kalypo-condom-university-don-calls-for-policy-implementation.html
How a prank by a student cost the life of school mate,,Vanguardngr.com,,"Jun - 29 - 2024 , 13:49",https://www.graphic.com.gh/news/general-news/how-a-prank-by-a-student-cost-the-life-of-school-mate.html
Digital technology necessary for food productivity  Dr Thomas Abanga,"She explained that the country had the potential to become a digital excellence hub, where innovation would propel progress and young people, especially women, would reap the benefits of transformative technologies like Artificial Intelligence (AI) and the Fourth Industrial Revolution (4IR).",Vincent Amenuveve,,"Jun - 29 - 2024 , 13:04",https://www.graphic.com.gh/news/general-news/digital-technology-necessary-for-food-productivity-dr-thomas-abanga.html
Private sector urged to build capacity of media,"Rev. Aryee said the book had come at the right time, and therefore, recommended it for those who desired to practice journalism to impact society by speaking for the voiceless and taking power to the people.",Joshua Bediako Koomson & Justice Agbenosi,,"Jun - 29 - 2024 , 13:00",https://www.graphic.com.gh/news/general-news/private-sector-urged-to-build-capacity-of-media.html
