title,content,author,category,published_date,page_url
"What at all is in Parliament that every Tom, Dick and Harry want to be an MP? - Asantehene asks Speaker [VIDEO]",,Enoch Darfah Frimpong,Politics,"Jun - 30 - 2024 , 21:55",https://www.graphic.com.gh/news/politics/what-is-parliament-that-every-tom-dick-and-harry-want-to-be-there-asantehene-asks-speaker.html
Alan to abolish existing cocoa loan syndication arrangements to reduce borrowing,He has consequently asked Ghanaian voters to reject both the NPP and NDC and instead vote for him on the ticket of his Movement for Change in the 2024 elections.,Zadok Kwame Gyesi,Politics,"Jun - 29 - 2024 , 11:30",https://www.graphic.com.gh/news/politics/alan-to-abolish-existing-cocoa-loan-syndication-arrangements-to-reduce-borrowing.html
Dont allow politicians to use you as conduits for violence - MCE urges youth,GNA,Daily Graphic,Politics,"Jun - 29 - 2024 , 09:27",https://www.graphic.com.gh/news/politics/dont-allow-politicians-to-use-you-as-conduits-for-violence-mce-urges-youth.html
Ahiagbah criticizes NDC's stance on Ghana's debt relief agreement,"In his post, Mr. Ahiagbah also extended commendations to President Akufo-Addo for his leadership, Dr. Mohammed Amin Adam for successfully concluding the negotiations, and Ken Ofori-Atta for laying the foundation for this positive outcome.",GraphicOnline,Politics,"Jun - 28 - 2024 , 21:13",https://www.graphic.com.gh/news/politics/npp-criticizes-ndcs-stance-on-ghanas-debt-relief-agreement.html
Kwaku Kwarteng chairs new Economy Committee in Parliament,"""I am letting them [Minority] know some of the proactive steps we have taken on this side of the House to throw a serious challenge that it is not just about governance. We have a new Economy Committee and it is going to be the most important Committee in this House,"" he stated.",Zadok Kwame Gyesi,Politics,"Jun - 28 - 2024 , 16:10",https://www.graphic.com.gh/news/politics/afenyo-markin-announces-new-changes-to-majority-leadership.html
NDC Summons Central Regional Chairman over withdrawal of Assin Central candidate,A separate letter from the Regional Functional Executive Committee to the Assin Central chairman indicated that Migyimah would be suspended for six months pending adjudication by the Regional Disciplinary Committee.,Graphic Online,Politics,"Jun - 28 - 2024 , 15:39",https://www.graphic.com.gh/news/politics/ndc-summons-central-regional-chairman-over-withdrawal-of-assin-central-candidate.html
Debt forgiveness will help restructuring efforts - Mahama to South Korean Ambassador,"With the upcoming elections, Mr Mahama raised concerns about the independence of the Electoral Commission. He urged South Korea and the international community to advocate free and fair elections in Ghana, and cautioned against using the military in elections unless necessary.",Daily Graphic,Politics,"Jun - 28 - 2024 , 12:47",https://www.graphic.com.gh/news/politics/ghana-news-debt-forgiveness-will-help-restructuring-efforts-mahama-to-south-korean-ambassador.html
Be measured in your utterances on running mate choice - Majority Leader to NPP MPs,"Before this latest development, several names, including Dr Yaw Osei Adutwum, Education Minister; Chief of Staff, Frema Osei Opare; Irene Naa Torshie Addo, and Ursula Owusu Ekuful had been tipped as potential running mates for Dr Bawumia’s bid.",Zadok Kwame Gyesi,Politics,"Jun - 28 - 2024 , 12:45",https://www.graphic.com.gh/news/politics/be-measured-in-your-utterances-on-running-mate-choice-majority-leader-to-npp-mps.html
I will review our current tax systems to eliminate oppressive taxes - Alan Kyerematen,,Zadok Kwame Gyesi,Politics,"Jun - 28 - 2024 , 12:05",https://www.graphic.com.gh/news/politics/i-will-review-our-current-tax-systems-to-eliminate-oppressive-taxes-alan-kyerematen.html
I will build low-cost houses across Ghana - Mahama,,Zadok Kwame Gyesi,Politics,"Jun - 28 - 2024 , 11:50",https://www.graphic.com.gh/news/politics/i-will-build-low-cost-houses-across-ghana-mahama.html
PNP outlines strategies to tackle Ghanas trade sector,"Their president's claim that buyers have bargaining power is laughable, as GUTA members have formed associations to keep prices high and report any member who tries to lower prices. This behaviour shows a fundamental misunderstanding of market dynamics and a blatant disregard for the well-being of Ghanaians,” the statement added.",Daily Graphic,Politics,"Jun - 28 - 2024 , 09:57",https://www.graphic.com.gh/news/politics/ghana-news-pnp-outlines-strategies-to-tackle-ghanas-trade-sector.html
