title,content,author,category,published_date,page_url
Freddie and Kwame Blay sue Okudzeto Ablakwa and media outlets for defamation,"In two separate lawsuits, former New Patriotic Party (NPP) Chairman Freddie Blay and his son, Kwame Blay, have sued Samuel Okudzeto Ablakwa for defamatory publications, falsely implicating them in the alleged theft of state property. 


While Kwame Blay's lawsuit is solely against the North Tongu MP, Freddie Blay's suit also names Media General and Johnnie Hughes as defendants.


First Lawsuit:Kwame Blay emphasises that he is a distinct individual from his brother, Kwaw, and has no involvement in the activities of the Polo Beach Club or any entity affiliated with it. 


He categorically states that he has never dealt with Loic Devos Jnr, who is currently in a legal dispute with one of his brother's businesses, Press Xpress. 


Kwame claims that Samuel Okudzeto Ablakwa's allegations of him stealing state land and being involved in a scheme to cheat Loic are entirely false and have significantly damaged his business and reputation.




Kwame questions why a lawmaker would publicly adjudicate a private dispute and cause public disaffection for one of the parties.


Second Lawsuit:Freddie Blay alleges that Samuel Okudzeto Ablakwa's actions were motivated by malice, given the proximity to elections, and were aimed at ruining his hard-earned reputation. 


He asserts that the published information about his sons and his family is entirely false. 


Freddie also claims that Media General and Johnnie Hughes published untruths intended to tarnish his reputation. 




He highlights that Johnnie Hughes, on his show ""Johnnie's Bite,"" amplified Ablakwa's statements and denigrated him as if presenting factual information, further damaging his reputation.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Freddie Blay  Kwame Blay  Samuel Okudzeto Ablakwa 


Related to this story



                            NPRA’s suspension of SSNIT-Rock City deal only an initial victory – Ablakwa                        
 


                            SSNIT hotels sale: Elizabeth Ohene didn’t address the fundamental issues – Ablakwa                        
 


                            Ablakwa vrs Kusi Boateng: Court of Appeal dismisses objection to newly constituted panel                         
 


                            Why is it taking Freddie Blay so long to sue me? – Ablakwa                        
 


                            Rock City Hotel had no tax clearance certificate when it bid to purchase SSNIT hotels – Ablakwa                        
 


                            Ablakwa fumes; says NIB survey on Bawumia’s running mate is an abuse of office                        
 


                            Ablakwa replies Bryan Acheampong;  produces ‘evidence’ Rock City Hotel is incurring losses                        
 


                            Ablakwa urges SSNIT to adopt Labadi Beach Hotel’s turnaround strategy for troubled assets                        
 


                            Hands Off Our Hotels demo in pictures                        
 


                            How can ‘loss-making’ Rock City improve SSNIT hotels? – Ablakwa",Myjoyonline.com,National,1 July 2024 12:26am,https://www.myjoyonline.com/freddie-and-kwame-blay-sue-okudzeto-ablakwa-and-media-outlets-for-defamation/
Cyprus and Ghana forge new path in trade and diplomacy,"Cypriot President Nikos Christodoulides and Foreign Minister Dr. Konstantinos Kombos hosted meetings with Ghanaian Foreign Minister Shirley A. Botchwey in Nicosia, establishing a framework for political consultations.


This framework aims to facilitate cooperation across various fields, including trade, maritime security, education, fisheries, tourism, and visa protocols.


During a meeting at the Cypriot foreign ministry headquarters, Ms Botchwey highlighted the opportunities presented by the Africa Continental Free Trade Area (AfCFTA), headquartered in Ghana.





""We must explore trade opportunities between our two countries. I recommend a visit by a Cypriot business mission to Ghana to explore mutually beneficial opportunities under AfCFTA,"" she said.


The discussions also covered multilateral issues, including the United Nations and the future of the Commonwealth. 




Ms. Botchwey, with strong bipartisan support in Ghana, has offered to lead the 56-member organisation when Heads of Government meet to elect a new Secretary-General in October in Samoa.


Dr Kombos praised Ghana for its stance on international law during its tenure on the UN Security Council, which ended in 2023. 


""The Commonwealth is a powerful organization, but it needs a different outlook and a new approach to make it even more impactful,"" he said, noting the organization’s annual GDP of over $13 trillion.


Ms. Botchwey agreed, emphasizing, ""We must ensure that the wealth of the Commonwealth becomes common for all its members."" She advocated for the Commonwealth to support young people through skill training and financial backing for innovation and start-ups to counter illegal migration.







A prominent member of Ghana’s national security council and a leading African diplomat, Ms. Botchwey has made the future of young people in the Commonwealth a key pillar of her candidacy. 


Over 60 per cent of the Commonwealth’s 2.6 billion people are under thirty years old.


President Christodoulides expressed Cyprus' support for Ms Botchwey’s vision for the Commonwealth, which includes boosting trade and investment within the organisation and addressing the economic impact of climate change on vulnerable Small Island Developing States and Small States, mainly in the Caribbean and the Pacific.


Currently, trade between Ghana and Cyprus is limited, at $1.8 million as of 2022. 




However, the A.G. Leventis Foundation, an offshoot of a former corporate organization in Ghana, funds wildlife conservation through the Ghana Wildlife Society and supports youth in agriculture via the University of Ghana and related research centres.




DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Cyprus  Ghana 


Related to this story



                            Ghana, Cyprus initiate political consultations                        
 


                            Ghana’s survival and growth lies in restructuring economic modules – Otokunor                        
 


                            Energy Minister calls on global investors to invest in Ghana’s energy sector                        
 


                            Bank of Ghana to issue climate risk directive to commercial banks                        
 


                            Esther Smith announces gospel concert in Ghana                        
 


                            Ghana’s economy will not return to pre-pandemic average growth rate of 5.3% in 2025                        
 


                            BoG reviews rules covering advance payments for imports                        
 


                            Ghana performs creditably in 2024 IMD World Competitiveness Ranking                        
 


                            Ghana records $4.6bn in remittances in 2023; still in 2nd position in sub Saharan Africa                        
 


                            Ghana places 2nd in remittances to Africa in 2023 – World Bank",Myjoyonline.com,National,30 June 2024 11:50pm,https://www.myjoyonline.com/cyprus-and-ghana-forge-new-path-in-trade-and-diplomacy/
First Ecobank-JoyNews Habitat mini-clinic fair at Achimota Mall ends,"The first mini-clinic of the Ecobank-JoyNews Habitat Fair, which opened on Friday, June 28, 2024, at the Achimota Mall in the Greater Accra region, has ended.


The three-day exhibition allowed prospective homeowners to inquire about and purchase all household needs in one place.


This year’s event, the 15th edition since its inception, is themed “Home-ownership: Get a House, Make it a Home.”


The mini-fair provided opportunities for many potential property owners to become familiar with the process of acquiring their houses.


Many stakeholders in the industry also shared information and educated prospective homeowners on how to secure their houses with ease.




Below are photos from the event:























































DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Ecobank-JoyNews Habitat 


Related to this story



                            Ecobank-JoyNews Habitat Fair: JoyNews presents exhibitors with certificates                        
 


                            Ecobank-JoyNews Habitat Fair ends with discount offers",David Andoh,National | Photo Story,30 June 2024 11:38pm,https://www.myjoyonline.com/first-ecobank-joynews-habitat-mini-clinic-fair-at-achimota-mall-ends/
ACTT celebrates milestone with first graduates and launch of Innovative Woodwork Program,"The African Centre for Technical Training (ACTT) in Ghana celebrated a significant milestone with its inaugural graduation ceremony, which also marked the launch of its modern Woodwork & Joinery program. 


This event gathered key industry stakeholders and development organizations, including the Delegation of German Industry and Commerce in Ghana (AHK Ghana), Ghana Real Estate Developers Association (GREDA), Geberit Global, the Institution of Engineering and Technology Ghana (IET-Ghana), GIZ, University of Ghana Medical Centre (UGMC), and Furnart Ghana.


Under the theme “Empowering Future Craftsmen, Celebrating Achievement and Innovation in Woodwork,” ACTT graduated 16 professional plumbers. 


These graduates not only acquired hands-on technical skills but also emphasised soft skills and industry apprenticeships through the Plumbing Systems Design program. 





They were awarded Certificates of Competence from ACTT and C-Certificates (Local Dual Training with Elements from the German System) from AHK Ghana. 




Two trainees showcased their project on an Aggregate-Based Water Filtration System for Oil and Debris Removal, underscoring themes of water conservation, reuse, and sustainability.


Awards for exemplary leadership were presented to three trainees: Emmanuel Edem King-Gator for Most Disciplined, Ishmael Lamptey for Most Innovative and Entrepreneurial, and Isaac Frimpong Gyamfi, who received the Overall Best Trainee Award sponsored by Bosch Ghana.


Keynote speaker, Samuel D. Amegayibor, Executive Director of GREDA and Sector Skills Body Chairperson for Construction, highlighted the industry’s struggle with a shortage of skilled personnel, often necessitating labour importation from neighbouring countries. 


He urged graduates to master their competencies and leverage information technology for ongoing professional development.




Miss Penelope Brooke Thompson, Founder & President of ACTT, introduced the guests to the new Woodwork & Joinery program funded by Unorthodox Philanthropy. 


She emphasised the program’s potential impact on reducing imports, creating employment opportunities, and alleviating poverty among marginalized groups.


ACTT’s mission is to address the critical technical skills gap across various industries by offering a wide range of high-quality technical and vocational training programs, artisan certification, mentorship initiatives, and job placement opportunities. 


Training sessions begin in July, October, January, and April each year, with flexible weekday or weekend options.









DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Africa Centre Technical Training  artisans 


Related to this story



                            Artisans protest alleged sale of land at Kpone barrier                        
 


                            Election 2024: Mahama promises to introduce support programme for artisans                        
 


                            Gideon Boako empowers artisans and apprentices in Tano North constituency                        
 


                            166 artisans in Eastern Region receive working tools from GNPC                        
 


                            Festive season: Some Ghanaian artisans express concern over low patronage of products                        
 


                            389 artisans in Ashanti region benefit from  GNPC and Aseda Foundation training                        
 


                            GNPC partners Aseda Foundation to set up 261 artisans in Western region                        
 


                            Artificial Intelligence to complement skills of artisans – CTVET Director General                        
 


                            Reduce taxes and import duties – Suame spare parts dealers justify high prices                        
 


                            Traders, artisans and local government institutions in Ashanti region sensitised on AfCFTA",David Andoh,National,30 June 2024 10:37pm,https://www.myjoyonline.com/actt-celebrates-milestone-with-first-graduates-and-launch-of-innovative-woodwork-program/
Youre better than a pack of cooked rice; dont let politicians use you for violence  GBA to youth,"The Ghana Bar Association (GBA) has expressed concern about the pockets of violent incidents recently recorded during some electoral processes towards the main election in December.


The GBA warns that such incidents are not a positive indication as the country approaches the general election.


Yaw Acheampong Boafo, President of the GBA, urged the youth to remain purposeful and resist being used by politicians as instruments of violence. 


He encouraged them to engage in activities that would improve their lives and the lives of their families rather than put them in danger.


Mr Boafo made these remarks at the remembrance service for the Martyrs of the Rule of Law, held at the Cavalry Baptist Church on Sunday, June 30.




“To the youth who are invariably exploited and manipulated by some political actors, I urge you to be purposely in life. Channel your energy into meaningful ventures and not be misled by unscrupulous politicians to engage in acts that destabilise our nation.”


“I dare say, you’re worth more than some few Ghana Cedis and a pack of cooked rice,” he said. 


He also called on Ghanaians to safeguard the country's democratic achievements and promote the economic well-being of all citizens.


“The 2024 General election is a little over five months away. It is not in doubt that the stakes are even higher.”




“We cannot afford to deal with similar acts of threats, violence, intimidation and vigilantism which can affect the peace and stability of Ghana and our general quest to consolidate our democratic gains and accelerate our economic development,” he added. 

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Election 2024  GBA  NDC  NPP  Youth 


Related to this story



                            GBA president calls for enhanced security and safety of judges                        
 


                            Spare the judiciary of your divisive politics- GBA tells politicians                        
 


                            Election 2024: ‘NDC leadership appears wobbly’ – Adu Asare                        
 


                            Bawumia’s choice of Opoku Prempeh not surprising, makes political sense – Osae-Kwapong                        
 


                            Majority caucus backs Opoku-Prempeh as Bawumia’s running mate – Afenyo-Markin                        
 


                            Ensure free and fair elections – Opoku-Agyemang tells EC                        
 


                            There is nothing new in what Alan intends to do to fight corruption – Haruna Mohammed                        
 


                            Ahiagbah questions NDC’s stance on debt negotiations                        
 


                            I’ll be vindicated, remain calm – Suspended Assin Central NDC Parliamentary Candidate                        
 


                            NDC accuses NPP of scheming arrest 35 Okada riders who joined Opoku Agyemang to Abuakwa North",Ernest K. Arhinful,National | Politics,30 June 2024 1:30pm,https://www.myjoyonline.com/youre-better-than-a-pack-of-cooked-rice-dont-let-politicians-use-you-for-violence-gba-to-youth/
Election 2024: NDC leadership appears wobbly  Adu Asare,"A former National Democratic Congress (NDC) Member of Parliament (MP) for the Adentan constituency, Kwadwo Adu Asare, has voiced concerns about the current state of the party as the December elections draw near.


Mr Adu Asare emphasised that he anticipates a higher level of enthusiasm from the party, especially in this critical year of campaigning.


His comments reflect a desire for more vigour and momentum within the NDC's efforts.


In an interview with Citi FM on Friday, June 28, Mr Adu Asare responded to inquiries about the party's performance. He highlighted areas where the party fell short of his expectations.


Despite his concerns, Mr Adu Asare remains hopeful. He expressed optimism that the situation is likely to improve as the elections approach.




“Sometimes your party leadership has a way of demonstrating the strength of the organisation very well. I think that there are some wobbly aspects of it but hopefully, with time they get better… I personally have a certain view vis-a-vis what used to exist before especially in an election year and all of that,” he stated.


He further expressed his anticipation for more vigour, especially considering the experiences of 2020, given his position at the nerve centre of the party.


“I expect a bit of zest, especially coming from the experiences of 2020 because some of us [were] at the nerve centre,” he added.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Adu Asare  Election 2024  NDC 


Related to this story



                            You’re better than a pack of cooked rice; don’t let politicians use you for violence – GBA to youth                        
 


                            Majority caucus backs Opoku-Prempeh as Bawumia’s running mate – Afenyo-Markin                        
 


                            Ensure free and fair elections – Opoku-Agyemang tells EC                        
 


                            Ahiagbah questions NDC’s stance on debt negotiations                        
 


                            I’ll be vindicated, remain calm – Suspended Assin Central NDC Parliamentary Candidate                        
 


                            NDC accuses NPP of scheming arrest 35 Okada riders who joined Opoku Agyemang to Abuakwa North                        
 


                            NDC withdraws Assin Central Parliamentary Candidate, suspends him for 6-months                        
 


                            Alan Kyerematen vows to create 3 million jobs when elected                        
 


                            NDC takes 24-hour economy proposal engagement to Tamale                        
 


                            NDC communicator in Awutu Senya West found dead",Myjoyonline.com,National | Politics,30 June 2024 7:20am,https://www.myjoyonline.com/election-2024-ndc-leadership-appears-wobbly-adu-asare/
"Bawumias choice of Opoku Prempeh not surprising, makes political sense  Osae-Kwapong","Political analyst and research fellow at the Centre for Democratic Development (CDD-Ghana), Dr John Osae-Kwapong, has endorsed the proposal of Dr Matthew Opoku Prempeh, also known as NAPO, as Dr Mahamudu Bawumia's running mate, describing it as a prudent decision.


In an interview with Channel One TV on Saturday, June 29, Dr Osae-Kwapong expressed the view that the selection of Dr Opoku Prempeh was not unexpected, considering the widespread support for his candidacy from influential quarters.


Dr Osae-Kwapong emphasised that both Dr Bawumia and the New Patriotic Party (NPP) leadership are well aware of the capabilities and contributions of the Member of Parliament for Manhyia South. 


He highlighted the strategic advantages that Dr Opoku Prempeh brings to the political landscape, citing his track record and influence within the party.


“After some time, I got the impression that there were active attempts by certain key voices to highlight the fact that he [NAPO] would be a strong candidate to partner with Bawumia in the upcoming elections, so I wasn’t particularly surprised when the announcement was made that his name was submitted to NEC for consideration.




“Every presidential candidate selects their running mate, I believe, being guided by two key things; the political dividends that they believe the candidate can bring to their campaign and then also the governance dividends.”


“When you put everything together, the choice makes sense and I can also see that this is the choice that the vice president thinks is a choice that will help him make a case for a Bawumia presidency and if he wins, this is a choice that can help him govern,” Dr Osae-Kwapong added.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Bawumia  NAPO  NPP  Osae-Kwapong  Running Mate 


Related to this story



                            You’re better than a pack of cooked rice; don’t let politicians use you for violence – GBA to youth                        
 


                            Majority caucus backs Opoku-Prempeh as Bawumia’s running mate – Afenyo-Markin                        
 


                            There is nothing new in what Alan intends to do to fight corruption – Haruna Mohammed                        
 


                            NDC accuses NPP of scheming arrest 35 Okada riders who joined Opoku Agyemang to Abuakwa North                        
 


                            Bawumia wasn’t allowed to make his own choice; Opoku Prempeh was forced on him – Nyaho-Tamakloe                        
 


                            I would decline anyone campaigning for running mate if I were the flagbearer – Appiah-Kubi                        
 


                            Bawumia is a bad choice for the presidency and the NPP- Mustapha Gbande                        
 


                            Opoku Prempeh chosen for regional balance, not competence – Mustapha Gbande                        
 


                            Bawumia unfit to lead Ghana, says Fifi Kwetey                        
 


                            Fifi Kwetey doubts Akufo-Addo’s pledge to remain neutral in 2024 polls; describes it as ‘hollow’",Myjoyonline.com,National | Politics,30 June 2024 7:11am,https://www.myjoyonline.com/bawumias-choice-of-opoku-prempeh-not-surprising-makes-political-sense-osae-kwapong/
Majority caucus backs Opoku-Prempeh as Bawumias running mate  Afenyo-Markin,"The Majority Leader, Alexander Afenyo-Markin has confirmed that the majority caucus fully supports Dr Mahamudu Bawumia's decision to select Dr Matthew Opoku Prempeh as his running mate for the upcoming December elections.


The confirmation comes following a private meeting between Afenyo-Markin and Dr Bawumia on Friday, June 28, held at the Vice President's residence.


The discussion centred on Dr Bawumia's choice of a running mate and its implications for their electoral strategy.


In an interview with Accra-based Citi FM, Afenyo-Markin emphasised the caucus's unanimous endorsement of Dr Bawumia's selection.


He noted that after Dr Bawumia informed the caucus of his decision, extensive consultations were held, leading to overwhelming support for the chosen candidate.




Mr Afenyo-Markin highlighted the confidence within the majority caucus regarding Dr Opoku Prempeh's capabilities and contributions, indicating a unified stance as they prepare for the upcoming political contest.


“Yes, the leader of our party and flagbearer met with the leadership of Parliament and had an extensive engagement with us, regarding the way forward for the party going into the 2024 elections.


“And then, the conclusion was that our respected colleague, Dr Mathew Opoku-Prempeh, is his choice for running mate. And that is normally the practice, and out of respect, the caucus would have to be informed and engaged about the decision.""


“After, I proceeded and engaged the caucus, and so far, the feedback has been positive. That the generality of the caucus members is in support of his choice. What is it is that for it to become official or confirmed, there’s going to be a national council meeting,"" he stated.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Afenyo-Markin  Bawumia  Election 2024  NAPO  NPP 


Related to this story



                            You’re better than a pack of cooked rice; don’t let politicians use you for violence – GBA to youth                        
 


                            Election 2024: ‘NDC leadership appears wobbly’ – Adu Asare                        
 


                            Bawumia’s choice of Opoku Prempeh not surprising, makes political sense – Osae-Kwapong                        
 


                            Ensure free and fair elections – Opoku-Agyemang tells EC                        
 


                            There is nothing new in what Alan intends to do to fight corruption – Haruna Mohammed                        
 


                            NDC accuses NPP of scheming arrest 35 Okada riders who joined Opoku Agyemang to Abuakwa North                        
 


                            Alan Kyerematen vows to create 3 million jobs when elected                        
 


                            Bawumia wasn’t allowed to make his own choice; Opoku Prempeh was forced on him – Nyaho-Tamakloe                        
 


                            Bawumia is a bad choice for the presidency and the NPP- Mustapha Gbande                        
 


                            Opoku Prempeh chosen for regional balance, not competence – Mustapha Gbande",Myjoyonline.com,National | Politics,30 June 2024 7:03am,https://www.myjoyonline.com/majority-caucus-backs-opoku-prempeh-as-bawumias-running-mate-afenyo-markin/
President Ghazouani holds early lead as Mauritania counts votes,"Mauritania's President Mohamed Ould Ghazouani opened an early lead as vote counting was underway after Saturday's presidential election, provisional results from the country's electoral commission showed.


Ghazouani was leading with 49%, while his main rival, prominent anti-slavery activist Biram Dah Abeid, was at 22.68%, with around 6.49% of total votes counted, or 283 polling stations reporting out of 4,503 by 0010 GMT.


Ghazouani, 67, a former top soldier who is widely expected to win, has pledged to boost investment to spur a commodities boom in the West African country of 5 million people, as it prepares to start producing natural gas.


""The last word belongs to the Mauritanian voters. I commit myself to respecting their choice,"" Ghazouani said after he voted in the capital early on Saturday.


Elected for a first term in 2019, Ghazouani is facing a field of six opponents, among them Abeid, who came second in 2019 with over 18% of the vote.




Other challengers include lawyer Id Mohameden M'Bareck, economist Mohamed Lemine El Mourtaji El Wafi, and Hamadi Sidi El Mokhtar of the Islamist Tewassoul party.


Casting his ballot soon after polls opened in the capital Nouakchott, 39-year-old geographer Mohamed Cheikh Hadrami said he had voted for a candidate ""who will be able to reconcile Mauritanians"". He declined to say who he had voted for.


Some 2 million people were registered to vote, with major election issues including fighting corruption and creating jobs for the young.


If re-elected, Ghazouani has promised a natural gas-fired power plant from the Greater Tortue Ahmeyin offshore gas project, which is on track to start production by the end of the year. He has also pledged to invest in renewable energy and expand gold, uranium and iron-ore mining.




Ghazouani has presided with relative stability since 2019, while Mauritania's Sahel neighbours, including Mali, struggle with Islamist insurgencies that have led to military coups.





Mauritania has not recorded a militant attack on its soil in recent years and Ghazouani, who chairs the African Union, has promised to manage Islamist threats.


Abeid is challenging Ghazouani on his human rights record and the marginalisation of Mauritania's Black African population, while El Mokhtar has a following among conservative and religious voters.


""President Ghazouani will likely win the vote in the first round,"" said Mucahid Durmaz, senior West Africa analyst at risk intelligence company Verisk Maplecroft.




""The president's re-election bid has been boosted by the ruling party's landslide victory in legislative elections last year,"" he added.


If no candidate receives more than 50% of the vote, the election will go to a second round.


In the last election, some opposition candidates questioned the credibility of the vote, sparking small-scale protests.


""Everything indicates that people want change. I will have no problem recognising the results of a transparent election, but in case of fraud we'll not hesitate to call it a rigged election,"" El Mokhtar said after voting.




El Mokhtar was third with 14.42% of the vote, according to the provisional results on Saturday.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Mauritania  President Ghazouani 


Related to this story



                            AFCON 2023: Ryan Mendes late penalty sends Cape Verde to quarterfinals                        
 


                            AFCON 2023: Gelson Dala scores brace as Angola beat Mauritania in five-goal thriller                        
 


                            Mauritania’s ex-President Aziz jailed for five years for corruption                        
 


                            Slavery still exists in Mauritania – UN envoy                        
 


                            Kotoko lash out at Nouadhibou and Mauritania Police over Sulley Muniru Interpol investigation                        
 


                            Preview: Asante Kotoko vs FC Nouadhibou – Caf Champions League                        
 


                            Photos: Kotoko touch down in Nouakchott for Nouadhibhou tie                        
 


                            Kotoko to play Mauritanian champions in Caf Champions League                        
 


                            Anxious Mauritians use hair to stem Japanese ship’s oil spill                        
 


                            Dozens dead as migrant boat sinks off Mauritania coast: UN",Reuters,Africa,1 July 2024 1:03am,https://www.myjoyonline.com/president-ghazouani-holds-early-lead-as-mauritania-counts-votes/
"Suspected suicide bombers kill at least 18 in Nigeria, authorities say","At least 18 people were killed and 30 others injured after a series of attacks by suspected female suicide bombers in Nigeria's northeastern Borno state on Saturday, the head of the local state emergency management agency said.


Borno is at the centre of a 15-year Islamist insurgency that has killed thousands of people and displaced millions more. Although the Nigerian military has degraded the capabilities of the militants, they still carry out deadly attacks against civilians and security targets.


Barkindo Saidu, director general of the Borno State Emergency Management Agency, said suspected suicide bombers separately attacked a wedding, funeral and hospital, killing and injuring several people in the town of Gwoza.


Saidu said 18 deaths had been confirmed, a toll that included children, adults and pregnant women. 


""The degree of injuries ranges from abdominal ruptures, skull fractures, and limb fractures,"" he said.




No one has claimed responsibility for the attacks.


Borno state police were not immediately available for comment.


Boko Haram and its splinter group, Islamic State West Africa Province (ISWAP), are the most active militant groups in Borno, a large swathe of rural hinterland the size of Ireland.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Nigeria  suicide bombers 


Related to this story



                            Ghana places 2nd in remittances to Africa in 2023 – World Bank                        
 


                            WADEMOS launches Democreatives in Nigeria                         
 


                            Nigerian stabs colleague’s neck over music argument in Buduburam                        
 


                            Veteran Nollywood actress Stella Ikwuegbu is dead                        
 


                            ‘I’ve lost respect for Finidi George’ – Victor Osimhen goes on Instagram tirade                        
 


                            Nigeria’s president jokes about fall during ceremony                        
 


                            World Bank approves Nigeria’s $2.25 billion loan request                        
 


                            Why another coup is so unlikely in Nigeria                        
 


                            Nigeria’s president says economic reforms will continue despite hardships                        
 


                            WAPCo announces temporary gas supply reduction due to maintenance in Nigeria",Reuters,Africa,30 June 2024 11:03pm,https://www.myjoyonline.com/suspected-suicide-bombers-kill-at-least-18-in-nigeria-authorities-say/
