title,content,author,category,published_date,page_url
Joke Silva debunks rumor of husband Olu Jacobs death,"Veteran Nollywood thespian Joke Silva, the wife of veteran actor, Olu Jacob’s has debunked the rumour of her husband’s death, saying he is much alive and doing just fine.


This is the second time rumours about the death of the legendary Nigerian actor will be making the rounds on social media.


Joke Silva in her reply to an sms inquiry by our reporter replied “My husband is alive and doing just fine.”


A close source to the family (name withheld), told Vanguard on phone that the AGN President told him that he spoke with the wife today and they spoke for over one hour without any mention of such news.


“Somebody who has lost a husband cannot be that chatty and Gail on phone,” the source said.




Also, Betty Irabor, an associate of the family has also debunked the rumour.


The final nail on the coffin of the rumour was a broadcast by Channels TV where they were seen speaking with the actor who said he is alive and in fact preparing to go to Ikoyi Club this evening.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Joke Silva  Olu Jacobs 


Related to this story



                            Joke Silva speaks on Olu Jacob’s dementia battle                        
 


                            Olu Jacobs not dead – Joke Silva threatens legal action against rumour peddlers                        
 


                            Nigerian President celebrates actor Olu Jacobs                        
 


                            Joke Silva opens up on how Olu Jacobs wooed her, arrived late at their wedding                        
 


                            Olu Jacobs has dementia – Wife opens up on actor’s health                        
 


                            Joke Silva debunks claims Olu Jacobs is dead",Vanguard Nigeria,In Focus | International | Movies,30 June 2024 5:20pm,https://www.myjoyonline.com/joke-silva-debunks-rumor-of-husband-olu-jacobs-death/
Accra to host inaugural Green Film Festival,"Accra is set to host the inaugural Green Film Festival (GFF) from October 11th to 12th, 2024, across multiple locations in the city.


This two-day event aims to merge the evocative power of storytelling with urgent environmental themes, fostering a profound connection between its participants and the natural world.


A New Era of Environmental Awareness Through Film


The Green Film Festival is more than just a film festival; It's a movement designed to inspire sustainable living and ecological responsibility from individuals and institutions. 


By showcasing a curated selection of short impactful films that explore the impact of climate change and environmental conservation, GFF seeks to enlighten and challenge viewers, prompting them to reevaluate their environmental impact.




The festival's films, workshop and immersive experience will explore five (5) significant themes crucial to our planet's future Biodiversity, Activism, Food, Climate Displacement and Wildlife Conservation.


The festival is also supported by key figures in the media and climate ecosystems, including the Chief Executive Officer of the EIB Network, Nathan Kwabena Anokye Addisi, popularly known as Bola Ray, Vice-Chair of the Intergovernmental Panel on Climate Change (IPCC's) Working Group Prof Nana Ama Browne Klutse among others.


Festival Highlights


1. Daily Screenings: Attendees can look forward to daily screenings of 15 to 30-minute films, each selected for its ability to provoke thought and inspire climate action.




2. Interactive Workshops: Post-screening discussions and workshops will guide participants from awareness to practical action, empowering them to incorporate sustainable practices into their lives.


3. Eco-Themed Celebration: The festival culminates in a massive eco-themed park event, celebrating sustainability through arts, sculpture, music, and a grand film screening.


“The Green Film Festival is a critical initiative to mobilize our community around the pressing issues of climate change and environmental sustainability. Through the power of film, we can drive awareness and action, encouraging individuals and institutions to adopt sustainable practices.


This festival is a testament to the role of creative media in shaping a more resilient and ace-conscious future."" Isaac Aboah, Festival Co-director.




“Our world faces unprecedented environmental challenges, from climate change to biodiversity loss. The Green Film Festival serves as a powerful platform to amplify these urgent messages through the art of storytelling. By leveraging film's persuasive power, we aim to inspire action and challenge local and international organisations to lead by example and promote environmental stewardship."" - Joshua Amponsem, Festival Co-director.


Who Should Attend? The Green Film Festival welcomes filmmakers, environmental enthusiasts, and the general public.


Whether you're a storyteller looking to make a difference, an advocate for sustainability, or simply curious about ecological issues, GFF offers a unique platform to engage with like-minded individuals and become part of a global movement towards a sustainable future.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Accra  Green Film Festival 


Related to this story



                            West Africa Music and Arts Festival officially launched in Accra                        
 


                            Mayor of Accra engages youth groups; courts support to develop and make Accra clean                        
 


                            Bus Stop Diaries: Accra floods – Are Ghanaian leaders ready to move from the cosmetic solutions?                        
 


                            Accra’s deafening decibels return after 30-day quiet                        
 


                            Chronic respiratory diseases increasing in Accra – Health Director                        
 


                            Black Stars begin training                        
 


                            2024 Emancipation Day celebration launched in Accra                        
 


                            Mahama eyes new city to deal with Accra’s congestion                        
 


                            Yaw Nsarkoh: The annual floods in Accra are here again – are we children of a lesser god?                        
 


                            Assessing economic effect of perennial flooding in Ghana",,Movies,29 June 2024 5:48pm,https://www.myjoyonline.com/accra-to-host-inaugural-green-film-festival/
We dated for two months before he proposed  Actress Sharon Ooja shares love story,"Nollywood actress, Sharon Ooja, who married her partner, Ugo Nwoke, in Abuja on Thursday, has shared her journey into marriage.


In an interview with Bella Naija, Ooja revealed that she dated for two and a half months before her husband proposed to her.


Sharon said her sister introduced her to Nwoke, and despite initial reservations, they connected deeply.


She said, “My love story is one that I’ll say is short of a miracle. I had just recovered from what I considered the worst heartbreak of my life, and I was filming, and my sister had said to me a friend of hers wanted to speak to me and I was like I wasn’t in the mood.


        View this post on Instagram            A post shared by Sharon ooja Nwoke (@sharonooja)

 


“I didn’t want to talk to anybody. Anyway, she gives this person my number and he is really smart. I was like, who is this person, and we probably didn’t speak as much as we should.


“Months passed he kept on trying to reach me, and I was like, this guy is really persistent. We kept on having really cute conversations, and one day, there was just one conversation that struck me. We spoke for about three hours. I was like I think I like this guy.


        View this post on Instagram            A post shared by Sharon ooja Nwoke (@sharonooja) 


“I travelled and realised that he hadn’t called me in like two days, I asked 'why didn’t you call me?' And he said 'you told me you were going to go out and have fun'. I was like yeah, I’m single and he said 'I didn’t I want you to be single no more'.""




“We dated for literally two-and-a-half months, and I was engaged in the third month. And we married two months after there.”


        View this post on Instagram            A post shared by Sharon ooja Nwoke (@sharonooja) 

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Sharon ooja 


Related to this story



                            Four die after drinking from bottles found in sea                        
 


                            President Ghazouani holds early lead as Mauritania counts votes                        
 


                            Video director calls out Shatta Wale over alleged debt                        
 


                            Ghanaian man tragically shot dead in US buried                        
 


                            Man Enough: Fatherhood as a sacred responsibility every man is armed for                        
 


                            Freddie and Kwame Blay sue Okudzeto Ablakwa and media outlets for defamation                        
 


                            Boy, 13, shot dead by New York police had replica gun, authorities say                        
 


                            Bodies of 2 children found dead at Kakpayili, suspected to have been killed for rituals                        
 


                            Cyprus and Ghana forge new path in trade and diplomacy                        
 


                            Murray wants Wimbledon ‘closure’ as fitness race goes on",vanguardngr.com,Movies,28 June 2024 5:08am,https://www.myjoyonline.com/we-dated-for-two-months-before-he-proposed-actress-sharon-ooja-shares-love-story/
Artwork now most valuable Harry Potter item ever sold,"An original watercolour illustration has become the most valuable Harry Potter item ever sold - fetching $1.9m (£1.5m) at auction in the US.


The artwork for the first edition of JK Rowling's Harry Potter and the Philosopher's Stone sold for more than three times the expected price.


It was first auctioned in 2001, before the book series was complete, for £85,750 (about $108,000 at current exchange rates).


""This is really the first visualization of Harry and the wizarding world,"" said Kalika Sands from Sotheby's auction house.


The artwork had been expected to sell for between $400,000 and $600,000, which Sotheby's said was the highest pre-sale estimate for a Harry Potter-related work.




It took nearly 10 minutes for the four-way bidding to finish on Wednesday. The identity of the buyer was not revealed.


Thomas Taylor was just 23 when he painted the iconic illustration in 1997


The artist behind the illustration, Thomas Taylor, was only 23 years old in 1997 when he created the iconic image of Harry Potter standing in front of the Hogwarts Express - the train that would lead the young bespectacled wizard into the magical world.


It was done using concentrated watercolours with black pencil outlines and took him two days to finish.


Mr Taylor, who grew up in Wales, was one of the first people to read the manuscript for the original Harry Potter book, which went on to sell millions of copies and spawned a lucrative franchise including movies and theme parks.




Ms Sands said the difference in auction price between 2001, when only four of the seven books in the series were published, and now reflected just how popular author Rowling's creation had become.


""In the intervening decades, it's been extraordinary to see just the conclusion of Harry's story, but also how the Harry Potter franchise has taken off, and in that time, new generations have come to appreciate Harry and his journey as well.""

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Harry Potter 


Related to this story



                            JK Rowling reignites row with Harry Potter                        
 


                            Robbie Coltrane, Hagrid actor in ‘Harry Potter’ franchise, dies aged 72                        
 


                            Robbie Coltrane: Harry Potter actor dies aged 72                        
 


                            Peaky Blinders and Harry Potter star Helen McCrory dies of cancer                        
 


                            Jessie Cave: Harry Potter star reveals newborn baby has Covid-19                        
 


                            Popular app T&Cs ‘longer than Harry Potter’                        
 


                            Harry Potter theme park to open in Tokyo in 2023                        
 


                            J.K. Rowling stupefies fans by revealing the truth around the origins of ‘Harry Potter’                        
 


                            ‘Harry Potter’ fans challenged to binge-watch all 10 movies to earn money",BBC,Movies,27 June 2024 5:55am,https://www.myjoyonline.com/artwork-now-most-valuable-harry-potter-item-ever-sold/
"National Film Authority awards 90,000 grants to three film projects","As part of providing financial support to film makers in Ghana, the National Film Authority, has lent a hand to some three film production companies.


This is aimed at encouraging collaboration, presented the financial aid to people who have come together to co-produces film projects. 


The initiative championed by the National Film Authority  is in collaboration with the French Embassy, Creation Africa and Organisation Internationale de la Francophonie (OIF). 


This announcement was made at the office of the National Film Authority at the Accra Tourist Information Centre in Accra on June 25, 2024. 


The latest recipients of the OIF Grant are Driving Park Limited who received €80,000 for their project 'A Dream to Die For' which tackles illegal mining; Adjoa Films winning €5,000 for their film 'Regulated Minds', a film which explores the vulnerability of men and mental health; and Midnight Run Productions also taking €5,000 for their project titled 'Tantra', a horror film about night life in Accra.







Speaking to Joy FM, the Executive Secretary of the The National Film Authority said this is part of their resolve to set up Ghana as a production hub and also to encourage co-productions.


""...as we step up to set out Ghana as a shooting location and destination, to work at building cinema infrastructure, it is critically important that we put a lot of attention on local productions, upping the quality skill of local productions,"" she noted.





Juliet indicated that one of the ways of doing this is through co-productions. 


""Co-productions help in skills transfer. Because when we work with our neighbors, then collaborate, there is skills transfer. It also helps us expand our market,"" she further noted.




Explained how the three film projects were selected Juliet said ""we put out a call after we thought that we had enough to start and a lot of productions came through. But we were looking at specific things and key among them was co productions.""






















DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    French Embassy  Grants  National Film Authority 


Related to this story



                            Obtain requisite authorisation before showing films – NFA to TV channels                        
 


                            Season 2 of Nigerian film ‘Anikulapo’ to be shot in Ghana                         
 


                            Paris 2024: French Embassy holds pre-departure training for Ghananain volunteers                        
 


                            GRASAG gives government one-week ultimatum to release research grants                        
 


                            KNUST collaborates with French Embassy to facilitate mobility of prospective higher education students                        
 


                            NPC-Ghana holds national powerlifting competition to mark World Disability Day                        
 


                            Creation Africa Ghana: French Embassy to support creative entrepreneurs                        
 


                            Africa Online Safety Fund announces grant winners                        
 


                            2023 African Para Games: French Embassy hosts National Para Committee of Africa at a Cocktail Dinner                        
 


                            National Film Authority partners International Writers Lab",Kwame Dadzie,Movies,26 June 2024 1:20pm,https://www.myjoyonline.com/national-film-authority-awards-e90000-grants-to-three-film-projects/
"People are threatening to kill Judy, hurt our children- Yul Edochie alleges","Controversial Nollywood actor and pastor, Yul Edochie, has announced an alleged plot by some persons to kill his second wife, Judy Austin, and harm their two children.


In November 2021, Judy welcomed a son named Star Munachimso with Yul and on 21st April 2022, the actor publicly unveiled her as his second wife.


Before the announcement, he married May for over 17 years, a union that produced four children: a girl and three boys.


May, who did not seem pleased with the union, revealed that her husband paid Judy’s bride price on 24 April 2022 without informing her and filed for a divorce in August 2023. Details of the court proceedings had been kept hush.


After he went public with news of his marriage to Judy, he fell out on social media with his fans and earned a large following of critics and sympathisers alike.







At the same time, he and Judy have also become the butt of internet jokes, especially on Facebook, where they host live videos and a mini-reality show of their personal lives.


But, these activities have earned him some die-hard enemies; at least, that is what his recent social media post suggests.


In a recent post, Yul claimed that those behind the plot created social media platforms to bully his fans, friends, and business associates.


Threat to life


He stated that the group, operating on WhatsApp, has been bullying and harassing others, even posting his home address and threatening his children and partner.




Yul said he has reported the matter to the police and is offering a one million naira reward for information leading to the arrest of those responsible.


He wrote on Instagram: “I heard a group of jobless and foolish people formed a WhatsApp group and social media pages, and they’re using them to threaten my fans, friends, and business associates.


Bullying is unacceptable to me or anyone else. I have reported the matter to the police. If anyone calls or texts you to threaten you, please record the call, copy the number and text, and send it to me so I can forward it to the police for tracking them.


“I heard they went as far as posting my house address on their platform & threatening to hurt my children & kill Judy. They have crossed the line. You can not sit in your house & tell another person how to live their life. God punish all of you. I will get you all.




“I’m offering N1 million and more to anyone who can provide helpful information about them to aid their arrest. To all my fans & friends all over the world, please assist me in apprehending these psychos. I thank you all for your love & support. God bless you. Cyberbullying is unacceptable.’’


He urged anyone receiving threatening calls or texts to record and forward the communication to him so he could assist the police in tracking down the perpetrators.


Yul called on everyone to join him in fighting this behaviour and ensuring that those responsible face consequences.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Judy Austin  Yul Edochie 


Related to this story



                            Why I didn’t attend his burial – Yul Edochie shares after Junior Pope’s funeral                        
 


                            Yul Edochie and estrange wife May’s divorce case stalled                        
 


                            Yul Edochie unveils second son with Judy Austin                        
 


                            Yul Edochie allegedly denies marrying Judy Austin, says they’re skitmakers                        
 


                            Yul Edochie holds first service; reveals how he got called into ministry                        
 


                            Yul Edochie to start his ministry                        
 


                            Yul Edochie’s estranged wife, May, gifted ₦5m by fans                        
 


                            Yul Edochie celebrates father, Pete, amid controversy                        
 


                            Yul Edochie’s first wife, May, officially files for divorce                        
 


                            My previous marriage ended before I met Yul Edochie – Judy Austin",premiumtimesng.com,Movies,26 June 2024 4:50am,https://www.myjoyonline.com/people-are-threatening-to-kill-judy-hurt-our-children-yul-edochie-alleges/
"I dont regret going into politics, Ill do it again  Funke Akindele","Nigerian filmmaker Funke Akindele has revealed reasons she will re-contest for political office.


The PDP governorship candidate in Lagos, Olajide Adediran, aka Jandor, picked Ms Akindele as his running mate in the 2023 general election.


During an interview on Arise TV’s Perspectives show, shared on YouTube Saturday, the mother-of-two spoke about political career.


The 46-year-old said: “So getting into politics was a big one for me. I enjoyed it, and I will do it again. I run a studio which I’ve been running since 2000. 


""I’ve been producing and working with many people, from crew members to cast. I have a Jenifa Foundation where we help nurture talent, and I bring on board many young talents.""




""We train them in filmmaking; they’re always on set, whether in the hair department, makeup, lights, or camera. It’s something I love doing—empowering young people and nurturing talent. 


""Some say Auntie is so strict, but she draws you closer when she’s strict, next to me. I love to uplift people; I can do it even better if I get into a larger space.


“For me, to have been doing it for years, let me try something big. Many young people complain, ‘We don’t have this’ or ‘This is going wrong.’ Let me come in to represent the youth. That is why I wanted to do it. 


""And that’s why I got into politics. Yes, I enjoyed every part of it. It was quite challenging, but I enjoyed every part of it. I felt so good representing the young people. It was challenging.”




She stated that changing Nigeria couldn’t be achieved in a day or four years, but political officeholders could plan startup initiatives.


Challenges


Ms Akindele recounted how she was accused of running for deputy governor because of popularity, money, and other personal gains.


She stated that during her campaign, she learned that people were going through a lot, hence the need to stand up for them.


“I love that private sectors are coming in, supporting the government. That is why we should focus more on supporting the government. Criticism is good, but how can you also support it? As a youth, how can you help yourself? What is that special gift in you that you have? You need to stand up and do something for yourself. So, getting into politics was a big one for me,” she said.




Reflecting on her challenges during the campaign, she said, “You had to hit the road, keep talking to people, and keep persuading them that you could do it. You had to delve into their issues and uncover the real problems people were facing—not just surface ones. 


""That’s when you realise people are enduring a lot in the country. You had to jot it all down and brainstorm how to offer solutions. It wasn’t something that happened overnight. You couldn’t just come in and declare, ‘I’m this, I’m that.’”


Jenifa Foundation


Furthermore, Ms Akindele maintained that she established the Jenifa Foundation to nurture young talent and build youth skills for a better Nigeria.


“Jenifa is so passionate about young people. In Jenifa’s diary, she has a salon; she’s always bringing in people. Jenifa believes in nurturing talent. I created the Jenifa Foundation, where we bring up young people. We train them in skills acquisition and vocational skills acquisition.




“We train them in filmmaking, which is more practical, and believing makes them believe in themselves. Confidence is essential. When people tell you you can’t do it, you must prove you can. You’re going to get a lot of negatives, a lot of no’s. People are negative out there,” she added.


She urged young, talented individuals to focus on pursuing their dreams amidst the storm.


According to her, they needed to be more sensitive about information consumption and shun procrastination, which she described as a big problem.



Films


The actress and director revealed that there will be a sequel to ‘A Tribe Called Judah’, her 2023 film that grossed over N1 billion at the box office.




She thanked God and her fans, acknowledging that she initially doubted the movie’s potential for broad acceptance.


Ms Akindele highlighted that her upcoming film ‘Finding Me’ explores the journey of self-discovery for individuals.


“Who are you? What do you want? How do you want to live your life? Do you want to live your life based on what people say, based on what the family says? That is what ‘Finding Me’ is all about.”


Ms Akindele, a lawyer, announced that she will be venturing into biopics and epic movies in 2026.




DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Funke Akindele  Politics 


Related to this story



                            Religion has no place in our politics; let’s not allow it – NPC cautions Ghanaians                        
 


                            Traditional authorities’ role important in Ghana’s body politics – Bagbin                        
 


                            The 2023 WASSCE results: Reality vrs Political gimmick                        
 


                            Mahama advocates Christian values in politics                        
 


                            Abdicate your stool if you want to engage in active politics – Mamponghene reminds chiefs                        
 


                            Why I don’t consider my failed marriages as failure – Funke Akindele                        
 


                            I don’t see my divorces as failures – Funke Akindele                        
 


                            Ghana’s style of politics encourages short-term thinking – Dr Ankrah                        
 


                            Eradicating deceptive practices: Advocating fiscal responsibility in Ghanaian politics                        
 


                            Politics is a noble calling, it is dirty people who make it dirty – Mustapha Hamid",premiumtimesng.com,Movies,26 June 2024 3:22am,https://www.myjoyonline.com/i-dont-regret-going-into-politics-ill-do-it-again-funke-akindele/
I want to continue acting till 90  Kanayo,"Nollywood veteran Kanayo O Kanayo has revealed his ambition to remain active in the film industry until he reaches the age of 90.


The 62-year-old actor shared his aspirations in a preview of an upcoming episode of the Honest Bunch podcast.


Kanayo also voiced concerns about what he sees as the “influx of untalented women” into Nollywood.


The actor and producer did not shy away from addressing other issues plaguing the industry, including drug abuse and homosexuality.


“Many girls are desperate to act. You don’t come to Nollywood to learn how to act. Acting is natural. If it’s not in you, go and sell crayfish,” Kanayo asserted.




He also highlighted the presence of drug use among actors and what he referred to as “unnatural” behaviours, specifically referring to homosexuality.


“For men who have unnatural… When I say unnatural in law, you should understand it to be when man dey sleep with man and all those things. (E dey happen for the industry?) Of course,” Kanayo remarked.


“Are you aware most artistes are on drugs?” he added, calling for a purge of certain elements from the industry. “I want a situation where at 70, 75, 80, 90, I will still be acting.”


This is not the first time Kanayo has spoken out about the challenges within Nollywood.




Recall last year, he claimed some individuals joined the industry to “sell sex” and warned against the movie industry becoming a platform for those involved in the sex trade and homosexuality.


Kanayo also recently introduced his first son, Clinton, to filmmaking, indicating a desire to pass on his legacy to the next generation.






DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Kanayo O. Kanayo 


Related to this story



                            Kanayo O. Kanayo welcomes son into movie industry as he takes on filmmaking                        
 


                            Nollywood: YouTube not going to last as platform in Nigeria – Kanayo O. Kanayo                        
 


                            Kanayo O. Kanayo urges parents to investigate source of their children’s wealth                        
 


                            Question source of your children’s wealth – Kanayo O. Kanayo warns parent                        
 


                            Kanayo O. Kanayo curses boyfriend that’ll force his daughter into BBL surgery                        
 


                            Popular actor, Kanayo Kanayo becomes first lawyer in his community                        
 


                            58-year-old actor Kanayo O. Kanayo now a barrister after passing law school exam",Vanguardngr,Movies,25 June 2024 12:41am,https://www.myjoyonline.com/i-want-to-continue-acting-till-90-kanayo/
Video director calls out Shatta Wale over alleged debt,"Renowned Nigerian filmmaker and video director, Sir Choppenson, has publicly accused dancehall king Shatta Wale of failing to settle outstanding payments for several video projects.


According to Sir Choppenson, he was commissioned to shoot multiple music videos for Shatta Wale, including the recent release ‘Killa Ji Mi’, filmed in Tamale.


Speaking out on social media, Sir Choppenson claimed that despite completing over 13 videos for Shatta Wale, including the one that caught international attention leading to a collaboration with Beyoncé, he has yet to receive full payment.





He stated that the agreed amount for recent shoots was less than $5,000, but Shatta Wale had promised $15,000, which remains unpaid.


“I have been begging for my money for over a month now,” Sir Choppenson lamented. “Every time I call, there are excuses or anger from Shatta Wale.”




The video director noted that he has made significant contributions to Shatta Wale’s career.


He expressed frustration over the delayed payments despite assurances from Shatta Wale’s management.


As of now, the self-acclaimed richest musician in Ghana, Shatta Wale, has not responded to the allegations publicly.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Shatta Wale 


Related to this story



                            Shatta Wale supports Buz Stop Boys clean-up campaign with GH¢30,000                        
 


                            UG authorities have no issues with Shatta Wale – Dean                        
 


                            Wave Africa clarifies Shatta Wale’s ‘no show’ at Reunion Rave Artiste Night                        
 


                            Shatta Wale reveals interest in vying for president                        
 


                            DJ Azonto apologizes to Shatta Wale                        
 


                            My dad wants me to form a political party but… – Shatta Wale                        
 


                            I was heartbroken – Barima Sidney on why he took a long break from music                        
 


                            Shatta Wale’s son hosts mother on Joy Prime’s edition of Mother’s Day                        
 


                            Medikal’s 02 Concert: Shatta Wale, Sarkodie bring fireworks on stage                        
 


                            Shatta Wale once cried and knelt to apologise to Mahama – Dr Lawrence Tetteh",Adomonline.com,Music,1 July 2024 12:55am,https://www.myjoyonline.com/video-director-calls-out-shatta-wale-over-alleged-debt/
How Afrobeats made it to the very top of Glastonbury,"On Sunday evening, Afrobeats megastar Burna Boy will fire up Glastonbury's Pyramid Stage.


While he has played at the UK's biggest festival before, this is his first time on the famous main stage, which has been Glastonbury's focal point for decades.


Fellow Afrobeats star Ayra Starr also performed on the Pyramid Stage on Saturday, while Tems had a slot on the Other Stage.


From West Africa to the world stage, Afrobeats has risen rapidly to dominate playlists and radio.


On Spotify, the Afrobeats genre has grown by 1,200% since 2017.




But with its artists now performing at the very top of the UK's biggest festival, it feels like another threshold has been crossed.


""It's our time,"" Starr told BBC News. ""It’s been a long time coming and we deserve this.""


So what is Afrobeats all about, and how has it taken off?


West African origins




Ayra Starr took to Pyramid Stage on Saturday


The genre has its roots in Nigeria and Ghana, and started rising rapidly in popularity in the 2010s, with early hits from artists like Fuse ODG and D'banj.


It is not to be confused with ""Afrobeat"" - minus the ""s"". That is a movement created in the 1960s and 1970s by the artist and activist Fela Kuti.


Kuti's musical style is a fusion of traditional African rhythms with funk, jazz and highlife.


Coincidentally, Kuti himself played at Glastonbury in 1984, and this year, his son Femi Kuti played on the Pyramid Stage.




But Afrobeats, with an ""s"", is a completely different sound. It is generally seen as a fusion of traditional West African musical styles with Western pop, rap and dancehall.


""Afrobeat spoke to a much older audience,"" said DJ Edu, who hosts BBC 1Xtra's AfroSounds show.


""Afrobeats has been driven a lot by social media,"" he said, adding that young people, travelling to different parts of the world, also helped spread the sound.


Burna Boy, Tiwa Savage and Wizkid are among the genre's superstars


There were challenges, of course. DJ Edu said that a lot of people who started out making Afrobeats were not clued up about the music industry.




""They were just kids making music from their bedrooms, not worrying about streaming or royalties. That was the big problem, there was no structure,"" he said.


But as bigger artists started making headway, younger ones were able to learn from them and chart their own route in the industry, he added.


DJs in the UK started fusing pop music with Nigerian and Ghanaian beats, taking the sounds to new audiences.


Songs from the genre regularly started crossing into the mainstream, with its first big global success being the release of Oliver Twist by the artist D'banj in 2012.




The song made the top 10 on the official UK Singles Chart and was number two in the UK R&B Charts.


It is often described as the first time Afrobeats really took hold in the UK.


Rise in popularity


From then on, Afrobeats quickly spread around the world. It has often been described as one of Africa's biggest cultural exports.


""We've been waiting for the globalisation of Afrobeats, and it's happening now,"" Starr said, speaking ahead of her Glastonbury performance.




""But it’s not just what you're seeing today. It's years and generations of musicians and hard work that’s made it what it is now.""


TikTok and YouTube - where many people discover new music - have played a big part in taking Afrobeats to new audiences in the UK, the US and beyond.


One example is Nigerian artist CKay's Love Nwantiti, which went viral on the app and became the most Shazam-ed song in the world in 2021.


Songs by singers Davido, Burna Boy and Wizkid have also gained popularity through their TikTok dance routines.




Collaborations with the likes of Beyoncé, Drake and Justin Bieber have also helped lift the Afrobeats scene to new heights.


For example, Drake featured Wizkid on 2016's One Dance - which helped put a spotlight on the singer and the genre he represents.


In the summer of 2023, Burna Boy made history when he became the first African artist to headline a stadium show in the UK in front of a sold-out crowd of 60,000 at the London Stadium.


Tems played on The Other Stage at Glastonbury this year


""The genre's rise has been nothing short of meteoric,"" Sheniece Charway, YouTube's artists' relations manager for black music and culture, told BBC News.


""Afrobeats has ignited a global revolution, and it's captivating trajectory shows no sign of slowing.""


""Popular music is pop music and Afrobeats has become popular music globally,"" she added.


""We are seeing the likes of Wizkid, Libianca and Burna Boy all having global success, which shows that their audience is everywhere.""


In a sign of the genre's huge global popularity, it has been included as a category in a number of major awards.


Billboard in the US recently added an Afrobeats category, with Burna Boy and fellow Nigerian star Rema both recognised at the event in November.


Burna Boy, who has also been the recipient of a Grammy, dedicated his award ""to Africa and every artist coming out of Africa now"".


Rema and Selena Gomez won the Best Afrobeats award for Calm Down at last year's MTV Video Music Awards


Meanwhile Rema won a gong for his near-ubiquitous song Calm Down, which has smashed multiple streaming and chart records.


The track, which featured Selena Gomez, became the first African artist-led track to hit a billion streams on Spotify.


Accepting the Billboard award for best Afrobeats song, Rema thanked his fans and called the prize ""a celebration of unity and the global domination of Afrobeats"".


The MTV VMAs, Grammys and American Music Awards have also recently added the category of best Afrobeats.


DJ Edu says this recognition has meant a lot to Afrobeats artists.


""[It] shows there's a light at the end of the tunnel for this music,"" he said.


People are 'infatuated'


For Starr, part of the reason for Afrobeats' huge growth is the fact the sound is overwhelmingly positive.


""Afrobeats is enjoyment. You have to enjoy yourself, you have to be at a club or at a party to make the music that people want to dance to. And we like to dance,"" she said.


""I feel like that's why it's our time. I think God has made it like that - because we make positive music, we make high vibrational music.""


Meanwhile in the UK, British artists have been developing their own style and sound, such as Afroswing, which merges Afrobeats with dancehall, grime, rap and R&B.


Grammy award winning producer Jae5, based in the UK, has produced mega-hits for Burna Boy and Dave.


""The main influence that I'm infusing things with is the African culture,"" he told BBC News.


""I'll make a hip hop song and it will still have a lot of percussive elements. I might make a ballad and I'll have more percussive elements than a normal track. So the African sound is what is continuous in my music. The groove of Africa is very different to the groove over here.""


Having swept the globe and landed at Glastonbury, what's next for Afrobeats?


Jae5 can see it going from strength to strength, as people are ""infatuated"" by the sound.


""The world is huge and Afrobeats has so much space to grow,"" he said. ""And the fact that [fans] are receiving it in the way they are is amazing.""

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Afrobeats  Glastonbury 


Related to this story



                            Rema’s Calm Down makes Afrobeats history in the US                        
 


                            Kojo Golden nominated for Afrobeat Artiste of the Year at Ghana Music Awards USA                        
 


                            Rotimi, proudly Nigerian American drops Afrobeats banger                        
 


                            Medikal to connect Afrobeats to the people of London at upcoming O2 Indigo concert                        
 


                            Amoako Belo releases 4-tracked Kilimanjaro EP to start off the year                        
 


                            Fimy Baby: The Afrobeats star breaking boundaries                        
 


                            Rema wins first Afrobeats Award at 2023 MTV VMAs                        
 


                            Akon: Success allows me to explore my African roots                        
 


                            Why I chose R&B despite advice to go into Afrobeats — Tems                        
 


                            Journey of a Billion Streams – Spotify launches dedicated site to house all things Afrobeats",BBC,Music,30 June 2024 12:10pm,https://www.myjoyonline.com/how-afrobeats-made-it-to-the-very-top-of-glastonbury/
