title,content,author,category,published_date,page_url
Excited Alcaraz opens Centre Court at Wimbledon,"Defending champion Carlos Alcaraz says it feels ""more special"" to return to Wimbledon as he prepares to open play on Centre Court when the tournament starts on Monday.


Spain's Alcaraz, now 21, beat seven-time champion Novak Djokovic in last year's final, despite it being only his fourth grass-court tournament.


Tradition dictates the reigning men's champion starts his defence in the first match on Centre Court.


Therefore, third seed Alcaraz meets Estonian qualifier Mark Lajal at 13:30 BST on the iconic show court.


""I always say it is great to be back here at Wimbledon. It is more special to be the defending champion,"" said Alcaraz, who arrives on the back of winning the third major of his career at the French Open.




""Great memories last year, great run. I'm excited to start the tournament and hopefully have the same result as last year.""


Raducanu leads Brits on day one


Britain's Emma Raducanu makes her return to Wimbledon in the second match of day one on Centre Court.


Raducanu, 21, missed last year's tournament through injury and faces Russian 22nd seed Ekaterina Alexandrova at about 16:00 BST.


""I think it's a tough match. She's got great weapons. On this surface, on grass, it only amplifies big weapons,"" said Raducanu, who is ranked 135th in the world and was given a wildcard to play.




""I'm expecting a really difficult match. I think it's a match where I'm actually the complete underdog because she's a lot older, a lot more experienced, ranked a lot higher.


""For me, I feel like it's just a great opportunity to try to get a good scalp, try to enjoy playing how I have been in the last few weeks, and just get back into it.""


Reigning US Open champion Coco Gauff plays the third scheduled singles match on Centre Court, with the 20-year-old facing fellow American Caroline Dolehide.


Raducanu is one of seven British singles players in action on Monday.




Wildcard Charles Broom makes his Wimbledon debut when he faces three-time major champion Stan Wawrinka, with the pair playing on Court Two at about 14:00 BST.


""It's a good draw I think. I'm just excited,"" said 26-year-old Broom.


""Stan's pretty amazing, he's a tennis legend really.


""I'm going to go in there with no expectations and try and play my game, do the best I can, and just enjoy it as much as possible.""




Wildcards Heather Watson, Liam Broady, Arthur Fery and Lily Miyazaki are also in action, along with Sonay Kartal after she came through qualifying.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Carlos Alcaraz  Wimbledon 


Related to this story



                            Murray wants Wimbledon ‘closure’ as fitness race goes on                        
 


                            Injured Murray ‘not made decision’ on Wimbledon farewell                        
 


                            Djokovic will only play Wimbledon if he can ‘fight for title’                        
 


                            Draper beats defending champion Alcaraz at Queen’s                        
 


                            Alcaraz starts Queen’s defence with win                        
 


                            Nadal to miss Wimbledon to focus on Olympics                        
 


                            Alcaraz and Nadal to be Olympic doubles partners                        
 


                            Alcaraz plans Eiffel Tower tattoo to mark Paris destiny                        
 


                            Alcaraz overcomes Zverev to land first French Open title                        
 


                            Alcaraz beats Tsitsipas to set up Sinner semi-final",BBC,Tennis,30 June 2024 11:20pm,https://www.myjoyonline.com/excited-alcaraz-opens-centre-court-at-wimbledon/
Euro 2024: Spain beat Georgia to set up quarterfinal tie with Germany,"Spain set up a blockbuster quarter-final tie with Euro 2024 hosts Germany by surviving an early scare to ease past Georgia.


Playing in their first major tournament, Georgia had to soak up heavy pressure from Spain early on but stunned those watching on at Cologne Stadium when they took a surprise lead after 18 minutes.


Spain defender Robin le Normand poked Otar Kakabadze's curling cross into his own net, finishing off a devastating counter-attack and silencing supporters behind their goal.


Substitutes warming up sprinted over to Khvicha Kvaratskhelia, who led Georgia's celebrations in the corner.


It sparked confidence in Georgia but Spain's pressure eventually paid off when Manchester City's Rodri drilled a shot into the bottom corner - beating goalkeeper Giorgi Mamardashvili, who had another outstanding overall display.




Spain continued to excite in attack, stringing together countless chances, and capitalised when Fabian Ruiz nodded in a cross from 16-year-old Lamine Yamal.


Georgia continued to battle and Napoli winger Kvaratskhelia would have scored the goal of the tournament had his clever chip from the halfway line bounced a metre to the right instead of passing the post.


But despite Georgia's flair and unpredictability, Spain's accomplished possession game took control - Nico Williams striking powerfully into the roof of the net to make it 3-1, before Dani Olmo's precise finish capped things off.


European giants and home favourites Germany are up next for Spain in Stuttgart on Friday, while Georgia exit the competition after a fairytale run in which they massively exceeded expectations.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Euro 2024  Spain 


Related to this story



                            Euro 2024: England come from behind to beat Slovakia to advance to quarterfinals                        
 


                            Euro 2024: Havertz and Musiala score to take Germany to last 8                        
 


                            Euro 2024: Switzerland stun defending champions Italy to reach last 8                        
 


                            Euro 2024: All confirmed fixtures and schedule for last 16 games                        
 


                            Euro 2024: Georgia shock Portugal to reach first knockouts                        
 


                            Phil Foden leaves England’s Euro 2024 camp to return to UK                        
 


                            Euro 2024: England top Group C despite draw with Slovenia                        
 


                            Euro 2024: Serbia knocked out as Denmark go through with draw                        
 


                            Euro 2024: Austria stun the Netherlands to progress to last 16                        
 


                            Euro 2024: Mattia Zaccagni sends Italy to knockout stage with late equaliser against Croatia",BBC,Football,30 June 2024 8:56pm,https://www.myjoyonline.com/euro-2024-spain-beat-georgia-to-set-up-quarterfinal-tie-with-germany/
Euro 2024: England come from behind to beat Slovakia to advance to quarterfinals,"Jude Bellingham produced a moment of genius to keep England in Euro 2024 as they survived another desperate display and a huge scare to beat Slovakia in dramatic fashion to reach the last eight.


England were seconds away from an embarrassing exit in Gelsenkirchen as Slovakia defended a lead they had held since the 25th minute when Ivan Schranz raced into the box to poke a low finish past England keeper Jordan Pickford.


It was then that Bellingham, who celebrated his 21st birthday on Saturday, demonstrated the brilliance that has made him England’s new superstar by going airborne in the penalty area to send Marc Guehi’s headed flick past Martin Dubravka with a stunning overhead kick.


Bellingham rescued England from a performance that scaled such depths that his goal was their first effort on target – but then set the platform for a victory as Slovakia, who had defended so stubbornly, were left stunned.


And captain Harry Kane emphasised England’s sudden superiority a minute into the extra 30 minutes when he headed home from close range to complete a remarkable turnaround and set up a quarter-final meeting with Switzerland.




England’s display before Bellingham’s wonder goal was another to add to the catalogue of mediocrity they have delivered under Gareth Southgate in Germany, even though Kane had missed an easy header and Declan Rice struck a post as they strived for the equaliser.


Bellingham, the young man with the Midas touch, came up with the goods to save them at the death as England's stuttering Euro 2024 journey goes on.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    England  Euro 2024 


Related to this story



                            Euro 2024: Spain beat Georgia to set up quarterfinal tie with Germany                        
 


                            Euro 2024: Havertz and Musiala score to take Germany to last 8                        
 


                            Euro 2024: Switzerland stun defending champions Italy to reach last 8                        
 


                            Euro 2024: All confirmed fixtures and schedule for last 16 games                        
 


                            Euro 2024: Georgia shock Portugal to reach first knockouts                        
 


                            Phil Foden leaves England’s Euro 2024 camp to return to UK                        
 


                            Euro 2024: England top Group C despite draw with Slovenia                        
 


                            Euro 2024: Serbia knocked out as Denmark go through with draw                        
 


                            Euro 2024: Austria stun the Netherlands to progress to last 16                        
 


                            Southgate ‘oblivious’ to England criticism",BBC,Football | National,30 June 2024 7:06pm,https://www.myjoyonline.com/euro-2024-england-come-from-behind-to-beat-slovakia-to-advance-to-quarterfinals/
Kudus named Footballer of the Year for 2nd consecutive time at Ghana Football Awards,"Ghana international Mohammed Kudus became just the second player to be named the Footballer of the Year at the Ghana Football Awards on two occasions after claiming the 2024 edition. 


The West Ham United midfielder beat competition from Abdul Fatawu Issahaku, Osman Bukarai and Inaki Williams to win the award for the second consecutive time. 


Mohammed Kudus successful defends his crown as the Footballer of the Year at the 2024 Ghana Football Awards. Congratulations The second player to win it back to back after Thomas Partey.#GFAwards pic.twitter.com/lxqDhrfEIk— #EurosOnMGL (@JoySportsGH) June 29, 2024 


Kudus enjoyed a brilliant season at the East London in his maiden season in England as he scored 14 goals in 45 appearances for the Hammers while also registering six assists. 


He also guided the team to a quarterfinal spot in the UEFA Europa League. scoring five goals. 




Below is the list of winners:


Footballer of the Year


Mohammed Kudus - West Ham United.


Women’s Footballer of the Year




Jennifer Kankam Yeboaug - ZED FC, Egypt


Men’s Coach of the Year


Nurudeen Amadu - FC Samartex


Women’s Coach of the Year




Yussif Basigi - Hasaacas Ladies/ Black Princesses


Odartey Lamptey Future Star Award


Abdul Aziz Issah - Dreams FC


Goalkeeper of the Year




Kofi Baah - FC Samartex


Home-based Footballer of the Year (Male)


Emmanuel Keyekeh - FC Samartex


Home-based Footballer of the Year (Female)




Abdulai Mukarama - Hasaacas Ladies 


Goal of the Year


Mohammed Kudus - West Ham United


Best Ghanaian Club CEO




Richard Duah Nsenkyire - Samartex


Male Team of the Year


FC Samartex 


Female Team of the Year




Hasaacas Ladies 


Most Vibrant Club on Social Media


Dreams FC


Special Fan (s) of the Year


Casfordians 


Special Awards


The Black Challenge


Thumbs Up Award


Gold Fields


MTN Ghana 


Living Legend Award


Nanasam Brew Butler


Adjoa Bayor

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Ghana Football Awards 2024  Mohammed Kudus 


Related to this story



                            Mohammed Kudus is a generational talent – Rev. Osei Kofi                        
 


                            Mohammed Kudus’ stunner against Freiburg named Europa League Goal of the Season                        
 


                            Mohammed Kudus to play for Lopetegui as West Ham announce new manager                        
 


                            ‘I am ready to get it running next season’ – Kudus after debut Premier League campaign                        
 


                            I’ve announced my arrival in the best league in the world – Mohammed Kudus                        
 


                            Mohammed Kudus’ solo strike against Freiburg wins West Ham Goal of the Season                        
 


                            African legends paved the way for us – Kudus                        
 


                            I want scouts, agents to believe there are better players in Africa than me – Mohammed Kudus                        
 


                            I try to set good example for kids who look up to me in Ghana – Mohammed Kudus                        
 


                            I take a seat to celebrate so I can be different – Mohammed Kudus",Lawrence Degraft Baidoo,Football | National,29 June 2024 11:51pm,https://www.myjoyonline.com/kudus-named-footballer-of-the-year-for-2nd-consecutive-time-at-ghana-football-awards/
Euro 2024: Havertz and Musiala score to take Germany to last 8,"Kai Havertz and Jamal Musiala scored as Euro 2024 hosts Germany reached the quarter-finals by beating Denmark in a game that was interrupted by a spectacular storm.


The last-16 tussle at Borussia Dortmund's Westfalenstadion was suspended for around 20 minutes towards the end of the first half, as lightning lit up the sky and the pitch was soaked by hail and heavy rain.


But the game was also notable for calls by the video assistant referee, with Nico Schlotterbeck having had an early header ruled out by VAR, while Denmark were denied in the second half when Joachim Andersen's strike was chalked off as team-mate Thomas Delaney was flagged just offside.


Germany were celebrating another VAR call in their favour moments after the Danes' disallowed goal when referee Michael Oliver was called to the pitchside monitor and awarded a penalty for handball by Andersen.


Havertz put a cool spot-kick out of Kasper Schmeichel's reach to delight the passionate home fans.




The forward should have scored a second soon after when he clipped a shot over Schmeichel only to see it go wide, but Germany had their decisive second with just over 20 minutes remaining.


This time it was young star Musiala who got the goal as he raced through on the left and slotted into the far corner.


From then on the home fans were on their feet, roaring their side on for more goals, hoping they would really lay down a marker to suggest they might go all the way.


No more were forthcoming, but the Germany fans cheered their side passionately at the final whistle in celebration of this convincing win.




They will next play the winner of Sunday's game between Spain, who have looked one of the best sides so far at Euro 2024, and surprise package Georgia. That quarter-final is scheduled for Friday, 5 July.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Euro 2024  Germany 


Related to this story



                            Euro 2024: Spain beat Georgia to set up quarterfinal tie with Germany                        
 


                            Euro 2024: England come from behind to beat Slovakia to advance to quarterfinals                        
 


                            Euro 2024: Switzerland stun defending champions Italy to reach last 8                        
 


                            Germany lauds Morocco’s progressive reforms under King Mohammed VI                        
 


                            Euro 2024: All confirmed fixtures and schedule for last 16 games                        
 


                            Morocco and Germany set to strengthen security cooperation                        
 


                            Euro 2024: Georgia shock Portugal to reach first knockouts                        
 


                            Phil Foden leaves England’s Euro 2024 camp to return to UK                        
 


                            Euro 2024: England top Group C despite draw with Slovenia                        
 


                            Euro 2024: Serbia knocked out as Denmark go through with draw",BBC,Football,29 June 2024 9:48pm,https://www.myjoyonline.com/euro-2024-havertz-and-musiala-score-to-take-germany-to-last-8/
Euro 2024: Switzerland stun defending champions Italy to reach last 8,"Holders Italy made a limp exit from Euro 2024 as a sparkling display from Switzerland helped them set up a potential quarter-final meeting with England.


The Swiss dominated from the start and took a deserved lead when the impressive Ruben Vargas crossed for Remo Freuler, who took a touch before hammering a low shot past Gianluigi Donnarumma.


Vargas, who plays his club football in Germany for Augsburg, made it 2-0 just 27 seconds into the second half when he picked up Michel Aebischer’s pass near the left-hand corner of the Italy area and expertly bent the ball into the far top corner of the net.


Italy did not manage a shot on target until the 73rd minute and their best effort before then came when Switzerland defender Fabian Schar headed Nicolo Fagioli’s cross against his own post, with Yann Sommer stranded.


Although Gianluca Scamacca also hit the woodwork from close range before the end, the Azzurri never seriously threatened a fightback and their forgettable campaign in Germany simply fizzled out.




While they head home, Switzerland, roared on in Berlin by their boisterous and frequently bouncing supporters, head for Dusseldorf where they will play the winners of England’s tie with Slovakia on Saturday, 6 July (16:00 GMT).

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Euro 2024  Italy  Switzerland 


Related to this story



                            Euro 2024: Spain beat Georgia to set up quarterfinal tie with Germany                        
 


                            Euro 2024: England come from behind to beat Slovakia to advance to quarterfinals                        
 


                            Euro 2024: Havertz and Musiala score to take Germany to last 8                        
 


                            Euro 2024: All confirmed fixtures and schedule for last 16 games                        
 


                            Euro 2024: Georgia shock Portugal to reach first knockouts                        
 


                            Phil Foden leaves England’s Euro 2024 camp to return to UK                        
 


                            Euro 2024: England top Group C despite draw with Slovenia                        
 


                            Euro 2024: Serbia knocked out as Denmark go through with draw                        
 


                            Euro 2024: Austria stun the Netherlands to progress to last 16                        
 


                            Euro 2024: Mattia Zaccagni sends Italy to knockout stage with late equaliser against Croatia",BBC,Football,29 June 2024 7:01pm,https://www.myjoyonline.com/euro-2024-switzerland-stun-defending-champions-italy-to-reach-last-8/
Belgium FA issues official apology to Mbappe after Amadou Onana pledges to kick France star,"Belgium have apologised after they posted a video of Amadou Onana chanting that he will target Kylian Mbappe's shin during their Euro 2024 clash.


WHAT HAPPENED?


The video showed the Everton midfielder alongside the Belgian-based comedian Pablo Andres singing about Mbappe. The comedian chanted: ""Who will tackle Mbappe in the shin?"" before Onana chanted in return, ""Onana, Amadou Onana!"" Following backlash, the Belgian FA deleted the video from all their social media accounts and issued an apology.





WHAT BELGIUM SAID


Before the pre-match press conference, Belgium's press officer Stefan Van Loock said: ""It was not the intention to attack anyone. We have been working with comedian Pablo Andres for a long time, this video also had to be funny.


""But we misjudged that and also took the video offline. We would like to apologise to anyone we may have offended with this. For us, this is the end of the matter.""





THE BIGGER PICTURE


The neighbouring nations and rivals face off in the European Championship round of 16 on Monday as Belgium look to get revenge for their 1-0 defeat in the 2018 World Cup semi-final. Although much of the 'golden generation' of Belgians have retired, Kevin De Bruyne and Romelu Lukaku have continued to display their strong connection - even if the latter has scored three disallowed goals. In contrast, France have yet to live up to their pre-tournament expectations.







WHAT NEXT FOR BELGIUM?


Onana will have the chance to make his mark on Mbappe and France on Monday as the Rode Duivels look to progress to the quarter-finals. The winner of the game will face the winner of Portugal and Slovenia in that game next weekend.




DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Belgium  France  Kylian Mbappe 


Related to this story



                            Moroccan security chief visits France to bolster bilateral cooperation                        
 


                            Finance Minister urges bondholders to accept terms reached in restructuring $13.1bn debt                        
 


                            Euro 2024: Mbappe hits first Euros goal but France finish second in group                        
 


                            No minutes for Kylian Mbappe as France and Netherlands draw                        
 


                            France ‘uncertain’ if Mbappe can face Netherlands                        
 


                            Euro 2024: Mbappe injury scare mars France win over Austria                        
 


                            Euro 2024: Slovakia shock Belgium in controversial win                        
 


                            French officer held after 19-year-old allegedly shot dead                        
 


                            Macron dissolves the French parliament and calls a snap election after defeat in EU vote                        
 


                            Mbappe joins Real Madrid",Goal.com,Football,29 June 2024 4:55pm,https://www.myjoyonline.com/belgium-fa-issues-official-apology-to-mbappe-after-amadou-onana-pledges-to-kick-france-star/
Copa America: Weah suffers racist abuse after red card in US loss,"The United States Soccer Federation condemned the online racist abuse suffered by several of its players following a 2-1 defeat by Panama at the Copa America.


Monaco striker Folarin Balogun, Crystal Palace defender Chris Richards and Juventus pair Timothy Weah and Weston McKennie were all targeted online after the hosts lost the Group C match in Atlanta.


Weah, 24, was shown a straight red card in the 18th minute after punching Panama's Roderick Miller in the head in an off-the-ball incident.


The former Lille winger, who apologised to his team-mates for the incident, said it was a ""moment of frustration"".


US Soccer said in a statement on X: ""There is absolutely no place in the game for such hateful and discriminatory behaviour.




""These actions are not only unacceptable but also contrary to the values of respect and inclusivity that we uphold as an organisation.""


Despite Panama's numerical advantage, it was the US that took the lead at the Mercedes-Benz Stadium through a superb strike from Balogun - his fifth goal in 14 appearances for the US.





The lead lasted just four minutes as Cesar Blackman equalised from the edge of the box for Panama, who are 43rd in the Fifa world rankings.


The US, ranked 11th, defended admirably but Panama's pressure told seven minutes from time as Jose Fajardo netted from close range.




Shortly before full-time, Panama were also reduced to 10 men when Adalberto Carrasquilla was shown a red card for a reckless swipe on winger Christian Pulisic.


The US, who co-host the men's World Cup in 2026 with Canada and Mexico, are now level on points with Panama heading into their final group match against Uruguay on 2 July at 02:00 BST.


The US, who have a better goal difference, need to match Panama's result against Bolivia to progress to the last 16.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Copa America  Timothy Weah 


Related to this story



                            Copa America 2024: Tournament gets underway with a different look                        
 


                            Bolivian teenager to miss Copa America because he doesn’t have parental permission to travel                        
 


                            Rodrigo de Paul joins Atletico Madrid on five-year deal                        
 


                            Messi wins first major trophy as Argentina beat Brazil in Copa America final                        
 


                            Argentina to play Brazil in Copa America                        
 


                            Brazil reach Copa America final                        
 


                            Messi-inspired Argentina beat Ecuador to set up Colombia semi-final                        
 


                            Ecuador draw ends Brazil winning run in Copa America                        
 


                            Neymar & Richarlison score as Brazil maintain Copa America form                        
 


                            Messi scores stunner in Argentina draw as Copa America pay spectacular tribute to  Maradona",BBC,Football,29 June 2024 4:00pm,https://www.myjoyonline.com/copa-america-weah-suffers-racist-abuse-after-red-card-in-us-loss/
Referees Manager Alex Kotey calls for expanded live tv coverage to improve officiating,"The top-flight competition has faced widespread criticism for controversial decisions in the just-ended season. 


The awarding of goals and decisions by referees, especially on the final day of the season, sparked suggestions of match-fixing. 


Kotey acknowledged existing limitations in broadcasting capacity but advocated for expansion.


""[I wish] all our matches can be televised live because when there is a live match, the attention and focus is on you [referee],"" he told Asempa FM. 


""You will also not want [to commit blunders], but here again, it is up to the sponsors. They think that they cannot show all the matches. 




They can show about four matches. I think going forward, if we can expand a little bit to get more coverage, it will help.""


StarTimes, who are the exclusive rights holder for the league after signing a $5.25 million agreement in 2020, are rumored to have terminated the deal. 


As a result, the Ghana Football Association is currently seeking a new partner.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Ghana Football Association  Ghana Premier League  Referees Manager  Startimes 


Related to this story



                            Vision FC appoints Nana Kwaku Agyemang to replace Hamza Obeng for debut GPL campaign                        
 


                            GPL: Players netted GH¢1.23m in betPawa Locker Room bonuses during 2023/24 season                        
 


                            ‘I’m not regarded in Ghana’ – Bashir Hayford                        
 


                            Stephen Amankona rediscovers his touch at Chelsea — maybe that’s just the place for him                        
 


                            GPL: Our home games did the magic – Nurudeeen Amadu on Samartex triumph                        
 


                            Hindsight: Where do broken Hearts go?                        
 


                            Dasoberi resigns as Asante Kotoko Administrative Manager                        
 


                            Early delight, late heartbreak: Olympics fall off final-day roller-coaster                        
 


                            Battling relegation is not Hearts of Oak standard – Aboubakar Ouattara after win over Bechem                        
 


                            Hearts of Oak comeback win over Bechem United secures Ghana Premier League survival",Haruna Mubarak,Football,29 June 2024 9:45am,https://www.myjoyonline.com/referees-manager-alex-kotey-calls-for-expanded-live-tv-coverage-to-improve-officiating/
IKF Ghana and Togos MUAY Thai Association seal historic partnership,"The International Kickboxing Federation (IKF) Ghana has entered a groundbreaking partnership with the Association Togolese de MUAY Thai Lome Togo.


The collaboration was officially announced at a ceremony in Togo on Wednesday, June 26 where IKF President, Ahmed Ibrahim and Henry Jallah, Technical Director of Association Togolese de MUAY Thai Lome Togo, formalised the alliance, which is set to last for five years.


According to the Memorandum of Understanding (MOU), the Association Togolese de MUAY Thai Lome Togo will provide hospitality, free competition venues, training workshops, and championship opportunities for Ghanaian kickboxing and combat sports athletes.


The agreement also includes commitments to extend both cash and in-kind support to each other.


President Ahmed Ibrahim highlighted the importance of this partnership, describing it as a crucial step toward the IKF’s mission to revitalise the sport. 




“This partnership signifies another significant step in our forward march towards securing the necessary logistics to advance our goal of making the sport better for all,” he said.


The two African nations have received invitations to tournaments in Brazil and the USA later this year. 


IKF Ghana will participate with two fighters, Abdul Hadi Sani and Salom Darku, while Togo will send three fighters: Zikpli Nassdoechic Adams, Cynthia Jabidar, and Begzy Karttikeya.



DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    International Kickboxing Federation (IKF) 


Related to this story



                            Four die after drinking from bottles found in sea                        
 


                            President Ghazouani holds early lead as Mauritania counts votes                        
 


                            Video director calls out Shatta Wale over alleged debt                        
 


                            Ghanaian man tragically shot dead in US buried                        
 


                            Man Enough: Fatherhood as a sacred responsibility every man is armed for                        
 


                            Freddie and Kwame Blay sue Okudzeto Ablakwa and media outlets for defamation                        
 


                            Boy, 13, shot dead by New York police had replica gun, authorities say                        
 


                            Bodies of 2 children found dead at Kakpayili, suspected to have been killed for rituals                        
 


                            Cyprus and Ghana forge new path in trade and diplomacy                        
 


                            Murray wants Wimbledon ‘closure’ as fitness race goes on",Wendy Naa Deide Sampah,Boxing | National,28 June 2024 9:47pm,https://www.myjoyonline.com/ikf-ghana-and-togos-muay-thai-association-seal-historic-partnership/
"Kamaldeen Sulemanas potential at the same level as Jeremy Doku, Vinicius Jr  Tom Vernon","Founder of the Right to Dream Academy, Tom Vernon, believes Kamaldeen Sulemana’s talent is at the same level as Real Madrid’s Vinicius Jr and Jeremy Doku of Man City.


The skill sets of these three players are indeed similar, but the Brazilian and Belgian wingers currently lead the Black Stars winger in terms of career progression.


Kamaldeen Sulemana’s development has stalled over the last season due to recurring injuries and has only featured 25 league games, starting only ten of them.


The 22-year-old winger finished the season with three assists, without a goal for Southampton en route to their quick Premier League return.


Sulemana was touted as one of the brightest wingers in the world in his early days at Nordsjaelland and Rennes.




Despite the recent setbacks, Tom Vernon believes he would still become a world class player.


""I think, you know, it's the old expression, form is temporary, and class is permanent,"" he told Joy Sports.


""And for Kamal, like if you watch Jeremy Doku, if you watch Vinicius Jr training, their potential compared to Kamal, talking about a player in the same ballpark, obviously in certain phases of their development, they pushed a little bit.


""But, you know, with modern day, most footballers will still be playing when they're 36, 37.




""So he's right at the start of the journey still. And he has everything that it takes. So even I watched the game against Central African Republic.


""If you look at positioning, timing of runs, everything, he was the one who was supposed to score.


""So, of course, everybody will focus on the actual finishing. But the real thing is right time, right position, and all that type of stuff. He's a world class player.""


“If you watch Jeremy Doku and Vinicius Jr, their potential compared to Kamal, you are talking about a player in the same ballpark. He is a world class player.”Right Dream Founder, Tom Vernon, with huge praise for Kamaldeen Sulemana.#JoySports pic.twitter.com/RgDNdOyVWL

— #EurosOnMGL (@JoySportsGH) June 29, 2024 


Kamaldeen Sulemana played alongside Jeremy Doku at Stade Rennes before the Belgium winger of Ghanaian descent joined Man City last summer.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Adamu Benin Abdul Karim  kamaldeen sulemana  Right to dream academy  Tom vernon 


Related to this story



                            Kelvin Ofori is the best player I’ve seen at Right to Dream Academy – Founder Tom Vernon                        
 


                            We give Ghanaian coaches opportunity at Right to Dream because they are good – Tom Vernon                        
 


                            Otto Addo turned down Nordsjaelland job before 2022 World Cup– Tom Vernon                        
 


                            Right to Dream founder credits lawyer Kizito Beyuo for ‘saving’ academy                        
 


                            Ghana’s biggest asset is the talent of its children – Right to Dream Founder Tom Vernon                        
 


                            Sir Alex Ferguson saw Mikel Obi and referred to him as the next Zidane – Tom Vernon                        
 


                            I originally came to Ghana with the ambition of coaching Hearts of Oak – Right to Dream Founder                        
 


                            I borrowed £10m to buy Nordsjaelland – Right to Dream founder Tom Vernon                        
 


                            Former Hearts of Oak striker Kofi Kordzi optimistic the club will not be relegated                        
 


                            2026 World Cup qualifiers: Kwesi Appiah’s Sudan remain top of Group B after win over South Sudan",Adamu Benin Abdul Karim,Football,28 June 2024 2:44pm,https://www.myjoyonline.com/kamaldeen-sulemanas-potential-at-the-same-level-as-jeremy-doku-vinicius-jr-tom-vernon/
Kelvin Ofori is the best player Ive seen at Right to Dream Academy  Founder Tom Vernon,"Right to Dream Founder, Tom Vernon, has named Kelvin Ofori as the best player he ever saw at the Academy.


The now famous academy, which started over 20 years ago, has produced many great talents who have become world beaters.


Mohammed Kudus, Ernest Nuamah, Kamaldeen Sulemana, and Ibrahim Osman are the names of Right to Dream graduates on the lips of many Ghanaians now.


However, Tom Vernon has singled out 22-year-old Kelvin Ofori as the greatest talent to emerge from Right to Dream


“The best player I ever saw here was Kelvin Ofori. He signed in Germany, now he's playing in Slovakia. He was skillful,” Vernon told Joy Sports.




""He was, you know, I don't like it when people call me telling me that they have a Messi-type player because he was a left-footed in that style.


""But it changes, you know, different stages, different players develop and then what matters is when you're fully grown, like, how it is.


""But if you talk about academy football, that's the best player. Even at Man United, I never saw a player as good as Kelvin Ofori.""


“The best player I ever saw here is Kelvin Ofori. Even at Man United, I never saw a player as good as Kelvin Ofori” – Right to Dream Founder, Tom Vernon#JoySports pic.twitter.com/huSJZuaA2n

— #EurosOnMGL (@JoySportsGH) June 29, 2024 


Kelvin Ofori now plays for Spartak Trnava in Slovakia. The versatile attacking midfielder scored ten goals and provided four assists in 52 games last season across all competitions.


He joined joined Fortuna Dusseldorf from Right to Dream in 2019 before having a loan stint at Paderborn also in Germany and then signed for Spartak in February 2023.

DISCLAIMER: The Views, Comments, Opinions, Contributions and Statements made by Readers and Contributors on this platform do not necessarily represent the views or policy of Multimedia Group Limited.


 Tags:    Adamu Benin Abdul Karim  Kelvin Ofori  Right to dream academy  Tom vernon 


Related to this story



                            Kamaldeen Sulemana’s potential at the same level as Jeremy Doku, Vinicius Jr – Tom Vernon                        
 


                            We give Ghanaian coaches opportunity at Right to Dream because they are good – Tom Vernon                        
 


                            Otto Addo turned down Nordsjaelland job before 2022 World Cup– Tom Vernon                        
 


                            Right to Dream founder credits lawyer Kizito Beyuo for ‘saving’ academy                        
 


                            Ghana’s biggest asset is the talent of its children – Right to Dream Founder Tom Vernon                        
 


                            Sir Alex Ferguson saw Mikel Obi and referred to him as the next Zidane – Tom Vernon                        
 


                            I originally came to Ghana with the ambition of coaching Hearts of Oak – Right to Dream Founder                        
 


                            I borrowed £10m to buy Nordsjaelland – Right to Dream founder Tom Vernon                        
 


                            Former Hearts of Oak striker Kofi Kordzi optimistic the club will not be relegated                        
 


                            2026 World Cup qualifiers: Kwesi Appiah’s Sudan remain top of Group B after win over South Sudan",Adamu Benin Abdul Karim,Football,28 June 2024 2:08pm,https://www.myjoyonline.com/kelvin-ofori-is-the-best-player-ive-seen-at-right-to-dream-academy-founder-tom-vernon/
